userid,churn,age,rent_or_own,trivia_played,trivia_shared_results,trivia_view_unlocked,trivia_view_results,cards_share,cards_viewed,cards_helpful,cards_not_helpful,cards_clicked,has_used_mobile,has_used_web,used_android,used_ios,more_than_one_mobile_device,payfreq,loan_pending,withdrawn_application,paid_off_loan,did_not_accept_funding,zodiac_sign,un_linked_account,re_linked_account,cash_back_engagement,has_referred
22041,0,36.0,na,20,0,20,19,0,65,0,0,2,1,1,1,0,0,na,0,0,0,0,Libra,0,0,0.83,0
20477,0,23.0,R,1,0,73,1,0,181,0,0,19,1,0,0,1,2,Weekly,0,0,0,0,Scorpio,0,0,1.6,1
15731,0,24.0,na,0,0,66,0,0,176,0,0,11,1,0,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,1.53,0
14672,0,21.0,na,3,1,5,3,0,5,0,0,1,1,0,1,0,2,Weekly,0,0,0,0,Sagittarius,0,0,0.06999999999999999,0
13738,0,27.0,na,7,2,83,7,0,184,0,0,17,1,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.63,1
21956,0,38.0,R,15,0,41,15,0,81,0,0,8,1,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.67,1
22745,0,46.0,R,0,0,20,0,0,60,0,0,3,1,1,0,1,0,Weekly,0,0,0,0,Aquarius,0,0,0.92,1
36547,0,33.0,R,3,1,25,3,0,62,0,0,17,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,1,0,0.53,0
22000,0,21.0,R,0,0,6,0,0,5,0,0,2,1,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.23,0
68279,0,43.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.0,0
4401,0,32.0,R,0,0,29,0,0,21,0,0,5,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.73,0
9796,0,25.0,na,0,0,110,0,0,300,0,0,4,1,1,0,1,0,Monthly,0,0,0,0,Virgo,1,0,2.2,0
24321,0,47.0,na,0,0,10,0,0,30,0,0,4,1,1,1,0,2,Semi-Monthly,0,0,0,0,Virgo,0,0,0.32,1
1790,0,25.0,R,0,0,179,0,0,186,0,0,37,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,1.27,1
14613,0,41.0,na,0,0,68,0,0,136,0,0,7,1,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.1,0
204,0,39.0,R,26,0,77,25,0,169,0,0,47,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,1,0,0.93,1
56398,0,56.0,na,0,0,0,0,0,52,0,0,5,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,1,0,0.47,0
26077,0,33.0,R,0,0,2,0,0,5,0,0,0,1,1,1,0,0,na,0,0,0,0,na,0,0,0.04,0
31946,0,24.0,na,1,0,92,1,0,282,0,0,12,1,0,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,1,0,1.3,0
5445,0,20.0,R,0,0,0,0,0,164,0,0,44,1,1,0,1,0,Weekly,0,0,0,0,Leo,0,0,1.8,0
16365,0,31.0,na,9,1,43,9,0,124,0,0,4,1,0,1,1,2,na,0,0,0,0,Gemini,0,0,1.27,0
12091,0,19.0,R,3,2,42,3,0,92,0,0,9,1,0,0,1,0,Semi-Monthly,0,0,0,0,Gemini,1,0,0.87,0
14547,0,44.0,O,6,5,9,6,0,12,0,0,7,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.4,1
1671,0,34.0,R,10,1,115,10,0,132,0,0,49,1,1,1,0,0,Weekly,0,0,0,0,Gemini,0,0,0.96,1
60629,0,26.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.0,0
2771,0,39.0,R,0,0,0,0,1,299,0,1,17,1,1,1,0,2,na,0,0,0,0,Taurus,1,0,1.93,1
7276,0,28.0,na,0,0,4,0,0,9,0,0,2,1,1,1,0,0,Weekly,0,0,0,0,Cancer,0,0,0.1,0
860,0,31.0,R,16,1,122,15,0,251,0,0,32,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,2.1,1
48939,0,29.0,R,13,0,150,12,0,263,0,0,28,1,0,1,0,0,Semi-Monthly,0,0,0,0,Virgo,0,0,2.23,0
58741,0,21.0,na,0,0,16,0,0,31,0,0,7,1,1,0,1,0,na,0,0,0,0,na,0,0,0.67,0
41109,0,24.0,O,0,0,22,0,0,53,0,0,8,1,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.87,0
3909,0,28.0,na,10,0,137,9,0,293,0,0,7,1,1,0,1,0,na,0,0,0,0,Aquarius,0,0,2.07,0
56646,0,26.0,na,0,0,21,0,0,31,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.37,1
394,0,50.0,na,0,0,111,0,0,146,0,0,16,1,1,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,1.7,1
48313,0,21.0,na,0,0,3,0,0,7,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.23,0
30292,0,32.0,R,21,0,80,20,0,175,0,0,27,1,1,1,0,0,Weekly,0,0,0,0,Scorpio,0,0,0.97,1
65000,0,25.0,na,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.25,0
17964,0,25.0,na,0,0,71,0,0,143,0,0,9,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,1,0,1.0,1
57761,0,38.0,na,0,0,27,0,0,42,0,0,1,1,0,1,0,2,Bi-Weekly,0,0,0,0,Leo,0,0,0.87,0
54124,0,41.0,R,37,3,91,37,0,244,0,0,20,1,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,1,0,1.97,1
44108,0,25.0,R,7,1,151,7,0,288,0,0,22,1,1,0,1,0,Weekly,0,0,0,0,Virgo,1,0,2.17,1
16065,0,41.0,na,0,0,106,0,0,256,0,0,27,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.83,0
45325,0,21.0,na,0,0,13,0,0,24,0,0,0,1,0,1,0,0,Semi-Monthly,0,0,0,0,Sagittarius,0,0,0.33,1
3417,0,26.0,R,0,0,0,0,0,201,0,0,5,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,1.5699999999999998,1
33510,0,35.0,R,0,0,26,0,0,90,0,0,9,1,1,0,1,2,na,0,0,0,0,Aries,1,0,0.77,1
53024,0,29.0,na,0,0,23,0,0,35,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,1,0,0.6,0
51707,0,32.0,na,0,0,0,0,0,28,0,0,1,1,0,0,1,0,Semi-Monthly,0,0,0,0,Gemini,1,0,0.43,0
26533,0,27.0,na,0,0,0,0,0,186,0,0,6,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,1,1,2.1,0
53829,0,44.0,O,0,0,0,0,1,46,0,0,9,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.5700000000000001,0
18936,0,50.0,R,0,0,0,0,1,272,0,0,29,1,1,1,0,0,Monthly,0,0,0,0,Libra,1,0,2.13,1
37266,0,28.0,na,0,0,95,0,0,204,0,0,8,1,0,1,0,0,Weekly,0,0,0,0,na,0,0,1.77,1
29362,0,35.0,R,0,0,135,0,0,269,0,0,16,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,1,0,1.93,0
38926,0,24.0,R,15,5,54,15,0,103,0,0,13,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,0.83,1
41845,0,27.0,R,0,0,29,0,0,68,0,0,5,1,1,1,0,0,Semi-Monthly,0,0,0,0,Gemini,1,0,0.63,0
15991,0,35.0,R,0,0,0,0,0,236,0,0,17,1,1,0,1,0,Semi-Monthly,0,0,0,0,na,0,0,2.53,0
5692,0,30.0,R,1,1,105,1,0,279,0,0,35,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,1,0,1.93,1
11197,0,35.0,O,0,0,0,0,0,135,0,0,5,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.93,0
3948,0,18.0,R,1,0,124,1,0,208,0,0,24,1,1,0,1,0,na,0,0,0,0,Libra,0,0,1.5699999999999998,0
39539,0,21.0,R,1,0,270,1,0,275,0,0,62,1,1,1,0,2,na,0,1,0,0,Aquarius,1,0,2.2,1
22696,0,30.0,na,0,0,34,0,0,74,0,0,8,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,1,0.73,0
63455,0,41.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Monthly,0,0,0,0,Pisces,0,0,0.0,0
57039,0,28.0,R,0,0,71,0,0,75,0,0,8,1,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.89,0
41595,0,27.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.0,0
52802,0,30.0,R,0,0,11,0,0,7,0,0,2,1,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.13,0
55767,0,44.0,R,0,0,0,0,0,34,0,0,12,1,1,1,0,2,na,0,0,0,0,Leo,0,0,0.67,0
65219,0,57.0,na,0,0,0,0,1,9,0,0,2,1,1,1,0,2,Monthly,0,0,0,0,Leo,1,0,0.06999999999999999,0
42667,0,35.0,R,27,0,40,27,0,184,0,0,16,1,1,0,1,0,na,0,1,0,0,na,0,0,1.3,0
25609,0,25.0,R,0,0,120,0,0,216,0,0,22,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,1.9,1
1122,0,67.0,R,10,0,89,10,0,193,0,0,2,1,1,0,1,0,na,0,0,0,0,Virgo,0,0,1.83,0
28437,0,36.0,R,0,0,22,0,0,173,0,0,14,1,1,1,1,3,Bi-Weekly,0,0,0,0,Virgo,0,0,1.7,0
5276,0,60.0,R,0,0,0,0,0,239,0,0,31,1,1,0,1,0,na,0,0,0,0,Capricorn,0,0,2.2,0
7548,0,30.0,na,1,1,3,1,0,229,2,0,17,1,1,0,1,0,Weekly,0,0,0,0,Virgo,0,0,2.0,1
64101,0,26.0,R,0,0,2,0,0,23,0,0,2,1,0,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.0,0
61263,0,74.0,R,0,0,3,0,0,7,0,0,0,1,0,0,1,0,Monthly,0,0,0,0,Cancer,0,0,0.25,0
49339,0,24.0,R,0,0,4,0,0,16,0,0,4,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.1,0
22319,0,30.0,R,22,0,63,22,0,203,0,0,9,1,1,1,0,2,Monthly,0,0,0,0,Taurus,0,0,1.8,1
44160,0,26.0,na,0,0,27,0,0,49,0,0,4,1,1,0,1,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,0.63,1
69605,0,30.0,O,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.0,0
57189,0,25.0,na,0,0,9,0,0,24,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.23,0
25926,0,40.0,R,21,9,181,20,0,289,0,0,35,1,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,2.17,1
52247,0,24.0,na,0,0,88,0,0,128,0,0,2,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.27,0
2830,0,28.0,na,0,0,25,0,0,86,0,0,9,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.65,1
29703,0,29.0,O,7,0,68,7,0,142,0,0,12,1,1,0,1,0,Weekly,0,0,0,0,na,0,0,0.93,1
34032,0,29.0,na,0,0,53,0,0,131,0,0,0,1,1,0,1,2,Bi-Weekly,0,0,0,0,Sagittarius,1,0,1.33,0
66268,0,25.0,na,0,0,24,0,0,34,0,0,2,1,1,1,1,4,na,0,0,0,0,Taurus,0,0,0.8199999999999998,0
28279,0,25.0,R,8,0,220,5,0,300,0,0,12,1,1,0,1,0,na,0,0,0,0,Libra,0,0,2.0,1
24246,0,31.0,na,0,0,3,0,0,2,0,0,0,1,0,0,1,0,na,0,0,0,0,Scorpio,0,0,0.1,1
2943,0,27.0,R,18,0,60,18,1,247,0,0,34,1,1,1,0,2,na,0,0,0,0,na,0,0,2.27,1
24257,0,42.0,O,0,0,97,0,0,264,0,0,8,1,0,0,1,0,na,0,0,0,0,Pisces,0,0,2.1,0
18384,0,22.0,na,1,0,17,1,0,36,0,0,2,1,1,0,1,0,Weekly,0,0,0,0,Leo,0,0,0.5,1
36233,0,25.0,na,4,0,23,4,0,89,0,0,3,1,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.86,0
3441,0,37.0,O,58,0,109,54,0,305,0,0,37,1,1,1,0,0,Monthly,0,0,0,0,Sagittarius,0,0,2.0,1
8892,0,40.0,na,0,0,0,0,0,136,0,0,13,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.9,0
43638,0,24.0,na,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Semi-Monthly,0,0,0,0,Capricorn,0,0,0.0,0
68498,0,22.0,na,0,0,0,0,0,1,0,0,0,1,1,0,1,0,na,0,0,0,0,Leo,0,0,0.0,0
62655,0,59.0,R,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Gemini,1,0,0.0,0
64158,0,22.0,na,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.0,0
15343,0,51.0,R,0,0,138,0,0,250,0,0,36,1,1,1,0,0,Weekly,0,0,0,0,Libra,0,0,1.9,1
21902,0,29.0,R,7,5,90,7,0,248,0,0,9,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,2.13,0
55085,0,31.0,na,0,0,24,0,0,46,0,0,11,1,1,0,1,0,Monthly,0,0,0,0,Aquarius,0,0,0.47,1
65566,0,25.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Semi-Monthly,0,0,0,0,Virgo,0,0,0.0,0
39166,0,23.0,na,0,0,17,0,0,30,0,0,4,1,0,0,1,4,Weekly,0,0,0,0,Pisces,0,0,0.43,0
32078,0,29.0,R,12,0,198,12,0,299,0,0,30,1,1,0,1,2,Semi-Monthly,0,0,0,0,Taurus,0,0,2.23,0
33023,0,45.0,R,22,0,87,22,0,242,0,0,26,1,0,0,1,0,Weekly,0,0,0,0,Pisces,0,0,1.93,1
56391,0,41.0,R,0,0,0,0,1,100,0,0,13,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.3,0
33831,0,25.0,O,0,0,36,0,0,109,0,0,2,1,1,0,1,0,na,0,0,0,0,Leo,0,0,0.92,0
58100,0,25.0,R,0,0,8,0,0,18,0,0,0,1,0,0,1,0,Semi-Monthly,0,0,0,0,Virgo,0,0,0.47,0
61819,0,20.0,R,0,0,14,0,0,20,0,0,4,1,0,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.78,1
38210,0,26.0,R,8,2,30,8,0,39,0,0,11,1,1,1,0,0,Weekly,0,0,0,0,Scorpio,0,0,0.63,0
31938,0,28.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.0,0
47040,0,24.0,R,0,0,198,0,0,262,0,0,18,1,0,0,1,0,na,0,0,0,0,na,0,0,1.86,1
60794,0,25.0,na,0,0,5,0,0,11,0,0,0,1,0,0,1,0,Monthly,0,0,0,0,Pisces,0,0,0.03,0
43895,0,30.0,O,5,0,22,5,0,30,0,0,8,1,0,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.37,0
34979,0,50.0,na,0,0,50,0,0,173,0,0,15,1,1,1,1,2,Semi-Monthly,0,0,0,0,Cancer,0,0,1.87,0
47596,0,42.0,R,17,1,26,17,0,76,0,0,20,1,1,0,1,0,Monthly,0,0,0,0,Sagittarius,0,0,1.0,1
25869,0,28.0,R,0,0,48,0,0,234,0,0,4,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,2.13,0
6702,0,26.0,na,1,0,20,1,0,69,0,0,12,1,1,0,1,0,na,0,0,0,0,Cancer,0,0,0.4,0
60647,0,21.0,na,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.0,0
45702,0,20.0,R,0,0,24,0,0,33,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,0.2,0
65672,0,44.0,na,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.0,0
43986,0,29.0,R,0,0,30,0,0,59,0,0,12,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,0.56,1
26361,0,28.0,O,0,0,76,0,0,254,0,0,3,1,1,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,1.83,0
34474,0,75.0,na,0,0,2,0,0,0,0,0,0,1,0,0,1,0,Semi-Monthly,0,0,0,0,Sagittarius,0,0,0.14,0
64002,0,47.0,na,0,0,8,0,0,0,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.16999999999999998,1
4,0,35.0,R,15,0,73,15,0,199,0,0,8,1,1,0,1,0,Semi-Monthly,0,0,0,0,na,0,0,1.63,0
37900,0,41.0,O,0,0,13,0,0,5,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.3,0
45780,0,31.0,O,1,0,28,1,0,79,0,0,6,1,0,1,0,0,Weekly,0,0,0,0,Taurus,0,1,0.73,0
57290,0,18.0,O,3,2,29,3,0,68,0,0,2,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.7,1
19983,0,55.0,O,1,0,191,1,0,291,0,0,18,1,1,1,0,0,Monthly,0,0,0,0,Taurus,0,0,1.4300000000000002,0
15848,0,25.0,R,6,0,38,6,0,87,0,0,6,1,1,0,1,2,Bi-Weekly,0,0,0,0,Sagittarius,1,0,0.9,1
46418,0,25.0,R,2,0,109,2,0,171,0,0,14,1,1,0,1,2,Weekly,0,0,0,0,Pisces,0,0,1.23,0
65966,0,23.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.0,0
13158,0,36.0,na,15,0,10,15,0,54,0,0,3,1,1,1,0,0,Monthly,0,0,0,0,Virgo,0,0,0.7,1
64255,0,22.0,na,0,0,0,0,0,1,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,1,0,0.0,0
30612,0,31.0,na,0,0,19,0,0,31,0,0,1,1,1,0,1,0,Monthly,0,0,0,0,Sagittarius,0,0,0.63,0
24992,0,50.0,na,0,0,65,0,0,142,0,0,21,1,1,1,0,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.73,0
32653,0,29.0,R,0,0,0,0,0,155,0,0,6,1,0,1,0,0,Weekly,0,0,0,0,Pisces,0,0,2.4,0
65031,0,27.0,na,0,0,3,0,0,0,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,1,0,0.06999999999999999,1
14175,0,30.0,na,2,0,17,1,0,31,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.5,0
19028,0,36.0,R,0,0,0,0,1,126,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,1.93,0
55957,0,26.0,R,13,3,32,9,0,51,0,0,16,1,0,0,1,0,Weekly,0,0,0,0,Taurus,0,0,1.0,1
27540,0,30.0,R,0,0,48,0,0,105,0,0,2,1,1,0,1,0,na,0,0,0,0,Sagittarius,0,1,1.33,1
27796,0,34.0,na,2,0,28,2,0,55,0,0,7,1,1,1,0,0,Weekly,0,0,0,0,Capricorn,0,0,0.2,0
7868,0,31.0,R,4,0,141,4,0,279,0,0,19,1,0,1,0,0,na,0,0,0,0,Aquarius,0,0,2.23,1
46891,0,21.0,na,0,0,0,0,0,6,0,0,0,1,0,0,1,2,Semi-Monthly,0,0,0,0,Pisces,0,0,0.0,0
41503,0,38.0,O,5,2,97,5,0,210,0,0,31,1,1,0,1,4,na,0,0,0,0,na,0,0,1.77,1
57666,0,20.0,na,0,0,25,0,0,62,0,0,0,1,0,0,1,0,Monthly,0,0,0,0,Gemini,0,0,0.73,0
9767,0,30.0,na,0,0,28,0,0,28,0,0,10,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.45,1
63212,0,31.0,na,1,0,7,0,0,11,0,0,3,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.5,0
18735,0,29.0,R,0,0,65,0,0,205,0,0,8,1,0,0,1,0,Weekly,0,0,0,0,Pisces,0,0,1.7,0
13864,0,26.0,R,7,1,64,7,0,177,0,0,4,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.37,0
48272,0,32.0,na,5,3,106,5,0,213,0,0,11,1,1,1,0,0,na,0,0,0,0,Leo,0,0,1.63,1
8857,0,45.0,O,0,0,0,0,1,147,0,0,14,1,1,0,1,3,Bi-Weekly,0,0,1,0,Leo,0,0,1.77,0
51059,0,26.0,na,0,0,0,0,0,51,0,0,8,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.7,0
63812,0,20.0,R,0,0,2,0,0,0,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.06999999999999999,0
25923,0,43.0,R,0,0,0,0,1,68,0,0,2,1,1,1,0,0,Semi-Monthly,0,0,0,0,Scorpio,0,0,0.83,0
41227,0,34.0,R,0,0,0,0,0,222,0,0,46,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,2.33,0
47233,0,46.0,na,2,2,40,2,0,104,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.47,0
4874,0,35.0,O,0,0,0,0,0,50,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,1,1.6,0
9936,0,27.0,na,0,0,3,0,0,16,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Leo,1,0,0.03,1
62569,0,29.0,na,0,0,1,0,0,0,0,0,0,1,0,0,1,0,na,0,0,0,0,Aquarius,0,0,0.0,0
22836,0,59.0,na,0,0,1,0,0,8,0,0,1,1,1,1,0,2,na,0,0,1,0,Cancer,0,0,0.0,0
21122,0,41.0,na,0,0,14,0,0,38,0,0,20,1,1,1,0,0,Weekly,0,0,0,0,Cancer,0,0,0.43,0
44226,0,27.0,R,4,2,70,4,0,105,0,0,13,1,0,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.87,0
60617,0,24.0,na,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.0,0
62952,0,34.0,na,0,0,1,0,0,0,0,0,0,1,0,1,0,0,na,0,0,0,0,Leo,0,0,0.0,0
40663,0,33.0,na,21,0,81,21,0,201,0,0,8,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.73,0
18379,0,33.0,na,0,0,21,0,0,60,0,0,2,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.86,1
28959,0,25.0,O,0,0,0,0,0,199,0,0,3,1,0,0,1,3,Semi-Monthly,0,0,0,0,Gemini,0,0,2.07,0
26941,0,42.0,na,0,0,17,0,0,35,0,0,0,1,1,1,0,2,Semi-Monthly,0,0,0,0,Cancer,1,0,0.33,0
47062,0,83.0,na,0,0,0,0,0,131,0,0,3,1,1,0,1,0,Monthly,0,0,0,0,Cancer,0,0,1.77,0
50924,0,36.0,na,0,0,13,0,0,29,0,0,5,1,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.2,0
44447,0,34.0,O,5,3,57,5,0,144,0,0,28,1,0,0,1,0,Semi-Monthly,0,0,0,0,Taurus,1,0,1.53,1
18586,0,32.0,R,7,0,77,7,0,131,0,0,21,1,1,0,1,0,Monthly,0,0,0,0,Aquarius,1,0,0.8,1
7897,0,31.0,R,1,0,61,1,0,164,0,0,12,1,1,0,1,2,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.77,1
48403,0,64.0,O,1,0,53,1,0,74,0,0,6,1,1,0,1,0,Weekly,1,1,1,0,Pisces,0,0,0.76,1
22398,0,26.0,R,0,0,63,0,0,190,0,0,5,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.4,0
54647,0,25.0,na,0,0,12,0,0,24,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.42,0
48763,0,31.0,R,1,0,32,1,0,74,0,0,2,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,1,0.4,1
4641,0,59.0,R,0,0,0,0,0,86,0,0,35,1,1,1,0,0,Semi-Monthly,0,0,0,0,Gemini,0,0,1.23,0
41508,0,23.0,na,0,0,2,0,0,101,0,0,4,1,0,0,1,2,Bi-Weekly,0,0,0,0,Virgo,0,0,1.4,0
63847,0,29.0,na,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Monthly,0,0,0,0,Aries,0,0,0.0,0
27422,0,23.0,na,10,3,101,10,0,173,0,0,8,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,1.37,0
10800,0,32.0,na,0,0,62,0,0,131,0,0,3,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,1,0,0.93,0
30780,0,23.0,na,0,0,0,0,0,47,0,0,1,1,1,1,1,2,Monthly,0,0,0,0,Pisces,0,0,0.5,0
68377,0,23.0,na,3,0,7,3,0,16,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.42,1
67478,0,55.0,na,0,0,1,0,0,0,0,0,0,1,0,1,0,0,na,0,0,0,0,Cancer,0,0,0.5,0
4754,0,24.0,na,0,0,5,0,0,0,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.04,0
13514,0,29.0,R,17,0,89,17,0,165,0,0,26,1,1,0,1,2,Bi-Weekly,0,0,0,0,Libra,0,0,1.17,0
23063,0,33.0,na,0,0,60,0,0,74,0,0,8,1,1,1,0,0,Weekly,0,0,0,0,Leo,0,0,0.89,0
6942,0,25.0,R,2,0,0,2,0,302,0,0,36,1,1,0,1,0,na,0,0,0,0,Leo,0,0,2.23,1
7665,0,41.0,R,41,1,65,41,0,254,0,0,15,1,1,0,1,2,Monthly,0,0,0,0,Virgo,1,0,1.77,0
47775,0,24.0,R,0,0,24,0,0,35,0,0,5,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.5,0
35044,0,23.0,na,0,0,23,0,0,55,0,0,5,1,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.5700000000000001,0
32717,0,38.0,R,41,10,49,40,0,204,0,0,67,1,1,1,0,0,Weekly,0,0,0,0,Sagittarius,0,0,0.47,1
48815,0,48.0,na,0,0,0,0,0,3,0,0,0,1,1,1,0,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,0.0,0
60842,0,21.0,R,1,0,7,1,0,6,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.2,1
41466,0,30.0,R,0,0,0,0,4,181,7,0,62,1,0,1,0,3,Bi-Weekly,0,0,0,0,Aries,0,0,2.17,0
25642,0,27.0,R,1,0,3,1,0,3,0,0,2,1,0,1,1,2,Weekly,0,0,0,0,Scorpio,0,0,0.5,1
