"","Rk","Year","Tm","Lg","G","W","L","Ties","W.L.","pythW.L.","Finish","GB","Playoffs","R","RA","Attendance","BatAge","PAge","X.Bat","X.P","Top.Player","Managers","current"
"1324",125,1892,"Brooklyn Grooms","NL",158,95,59,4,0.617,0.61,"3rd of 12","9.0","",935,733,"183,727",27.7,25.3,17,6,"D.Brouthers (8.8)","J.Ward (95-59)","Los Angeles Dodgers"
"1325",126,1891,"Brooklyn Grooms","NL",137,61,76,0,0.445,0.468,"6th of 8","25.5","",765,820,"181,477",28,25.6,19,6,"B.Caruthers (4.1)","J.Ward (61-76)","Los Angeles Dodgers"
"1326",127,1890,"Brooklyn Bridegrooms","NL",129,86,43,0,0.667,0.657,"1st of 8","--","Tied in WS (3-3-1)",884,620,"121,412",27.9,25.7,17,6,"A.Terry (6.1)","B.McGunnigle (86-43)","Los Angeles Dodgers"
"1327",128,1889,"Brooklyn Bridegrooms","AA",140,93,44,3,0.679,0.652,"1st of 8","--","Lost WS (6-3)",995,706,"",27.7,24.6,15,5,"B.Caruthers (8.6)","B.McGunnigle (93-44)","Los Angeles Dodgers"
"1328",129,1888,"Brooklyn Bridegrooms","AA",143,88,52,3,0.629,0.617,"2nd of 8","6.5","",758,584,"",27.7,23.9,20,5,"B.Caruthers (6.8)","B.McGunnigle (88-52)","Los Angeles Dodgers"
"1329",130,1887,"Brooklyn Grays","AA",138,60,74,4,0.448,0.493,"6th of 8","34.5","",904,918,"",26.8,26.2,19,6,"A.Terry (2.5)","C.Byrne (60-74)","Los Angeles Dodgers"
"1330",131,1886,"Brooklyn Grays","AA",141,76,61,4,0.555,0.5,"3rd of 8","16.0","",832,832,"",26.3,25.5,19,6,"A.Terry (3.0)","C.Byrne (76-61)","Los Angeles Dodgers"
"1331",132,1885,"Brooklyn Grays","AA",112,53,59,0,0.473,0.481,"5th of 8","26.0","",624,650,"",26.1,25.2,21,4,"H.Porter (6.1)","C.Hackett (15-22) and C.Byrne (38-37)","Los Angeles Dodgers"
"1332",133,1884,"Brooklyn Atlantics","AA",109,40,64,5,0.385,0.365,"9th of 13","33.5","",476,644,"",28,24.2,18,5,"A.Terry (2.3)","G.Taylor (40-64)","Los Angeles Dodgers"
"1333",1,2016,"Miami Marlins","NL East",161,79,82,0,0.491,0.482,"3rd of 5","15.5","",655,682,"1,712,417",28.3,28,52,31,"C.Yelich (5.3)","D.Mattingly (79-82)","Miami Marlins"
"1334",2,2015,"Miami Marlins","NL East",162,71,91,0,0.438,0.454,"3rd of 5","19","",613,678,"1,752,235",27.9,27.3,51,29,"D.Gordon (4.9)","M.Redmond (16-22) and D.Jennings (55-69)","Miami Marlins"
"1335",3,2014,"Miami Marlins","NL East",162,77,85,0,0.475,0.48,"4th of 5","19","",645,674,"1,732,283",27.4,26.4,45,25,"G.Stanton (6.5)","M.Redmond (77-85)","Miami Marlins"
"1336",4,2013,"Miami Marlins","NL East",162,62,100,0,0.383,0.396,"5th of 5","34","",513,646,"1,586,322",27.7,26,53,26,"J.Fernandez (6.7)","M.Redmond (62-100)","Miami Marlins"
"1337",5,2012,"Miami Marlins","NL East",162,69,93,0,0.426,0.422,"5th of 5","29","",609,724,"2,219,444",28.3,28.8,45,21,"G.Stanton (5.5)","O.Guillen (69-93)","Miami Marlins"
"1338",6,2011,"Florida Marlins","NL East",162,72,90,0,0.444,0.447,"5th of 5","30","",625,702,"1,520,562",27.4,28,44,22,"G.Stanton (4.1)","E.Rodriguez (32-39), B.Hyde (0-1) and J.McKeon (40-50)","Miami Marlins"
"1339",7,2010,"Florida Marlins","NL East",162,80,82,0,0.494,0.501,"3rd of 5","17","",719,717,"1,524,894",26.9,27.1,57,31,"J.Johnson (6.8)","F.Gonzalez (34-36) and E.Rodriguez (46-46)","Miami Marlins"
"1340",8,2009,"Florida Marlins","NL East",162,87,75,0,0.537,0.504,"2nd of 5","6","",772,766,"1,464,109",27,26.3,44,27,"J.Johnson (7.4)","F.Gonzalez (87-75)","Miami Marlins"
"1341",9,2008,"Florida Marlins","NL East",161,84,77,0,0.522,0.502,"3rd of 5","7.5","",770,767,"1,335,076",28,26.6,45,22,"H.Ramirez (6.7)","F.Gonzalez (84-77)","Miami Marlins"
"1342",10,2007,"Florida Marlins","NL East",162,71,91,0,0.438,0.445,"5th of 5","18","",790,891,"1,370,511",26.7,26.2,50,30,"H.Ramirez (4.3)","F.Gonzalez (71-91)","Miami Marlins"
"1343",11,2006,"Florida Marlins","NL East",162,78,84,0,0.481,0.492,"4th of 5","19","",758,772,"1,164,134",25.6,25.9,40,21,"M.Cabrera (5.8)","J.Girardi (78-84)","Miami Marlins"
"1344",12,2005,"Florida Marlins","NL East",162,83,79,0,0.512,0.491,"3rd of 5","7","",717,732,"1,852,608",29.7,29.5,47,27,"D.Willis (8.4)","J.McKeon (83-79)","Miami Marlins"
"1345",13,2004,"Florida Marlins","NL East",162,83,79,0,0.512,0.512,"3rd of 5","13","",718,700,"1,723,105",28.8,27.8,45,25,"C.Pavano (5.8)","J.McKeon (83-79)","Miami Marlins"
"1346",14,2003,"Florida Marlins","NL East",162,91,71,0,0.562,0.537,"2nd of 5","10","Won WS (4-2)",751,692,"1,303,215",27.7,26.3,40,22,"D.Willis (4.4)","J.Torborg (16-22) and J.McKeon (75-49)","Miami Marlins"
"1347",15,2002,"Florida Marlins","NL East",162,79,83,0,0.488,0.46,"4th of 5","23","",699,763,"813,118",28.4,26.1,41,21,"A.Burnett (4.1)","J.Torborg (79-83)","Miami Marlins"
"1348",16,2001,"Florida Marlins","NL East",162,76,86,0,0.469,0.499,"4th of 5","12","",742,744,"1,261,226",27.3,26.5,42,23,"C.Floyd (6.6)","J.Boles (22-26) and T.Perez (54-60)","Miami Marlins"
"1349",17,2000,"Florida Marlins","NL East",161,79,82,0,0.491,0.461,"3rd of 5","15.5","",731,797,"1,218,326",26.1,26.7,40,18,"L.Castillo (4.5)","J.Boles (79-82)","Miami Marlins"
"1350",18,1999,"Florida Marlins","NL East",162,64,98,0,0.395,0.405,"5th of 5","39","",691,852,"1,369,421",25.2,26,44,21,"A.Fernandez (3.5)","J.Boles (64-98)","Miami Marlins"
"1351",19,1998,"Florida Marlins","NL East",162,54,108,0,0.333,0.356,"5th of 5","52","",667,923,"1,730,384",25.4,24.5,49,22,"M.Kotsay (3.9)","J.Leyland (54-108)","Miami Marlins"
"1352",20,1997,"Florida Marlins","NL East",162,92,70,0,0.568,0.546,"2nd of 5","9","Won WS (4-3)",740,669,"2,364,387",28.5,27.5,43,20,"K.Brown (6.8)","J.Leyland (92-70)","Miami Marlins"
"1353",21,1996,"Florida Marlins","NL East",162,80,82,0,0.494,0.49,"3rd of 5","16","",688,703,"1,746,767",27.9,28,46,23,"K.Brown (7.9)","R.Lachemann (39-47), C.Rojas (1-0) and J.Boles (40-35)","Miami Marlins"
"1354",22,1995,"Florida Marlins","NL East",143,67,76,0,0.469,0.5,"4th of 5","22.5","",673,673,"1,700,466",28.1,28.3,46,27,"C.Hammond (3.3)","R.Lachemann (67-76)","Miami Marlins"
"1355",23,1994,"Florida Marlins","NL East",115,51,64,0,0.443,0.406,"5th of 5","23.5","",468,576,"1,937,467",27.6,29,42,20,"J.Conine (2.8)","R.Lachemann (51-64)","Miami Marlins"
"1356",24,1993,"Florida Marlins","NL East",162,64,98,0,0.395,0.401,"6th of 7","33","",581,724,"3,064,847",27.7,29.7,43,18,"B.Harvey (4.0)","R.Lachemann (64-98)","Miami Marlins"
"1357",1,2016,"Milwaukee Brewers","NL Central",162,73,89,0,0.451,0.46,"4th of 5","30.5","",671,733,"2,314,614",27.5,28.1,50,27,"R.Braun (4.4)","C.Counsell (73-89)","Milwaukee Brewers"
"1358",2,2015,"Milwaukee Brewers","NL Central",162,68,94,0,0.42,0.446,"4th of 5","32.0","",655,737,"2,542,558",28.1,28.4,49,26,"R.Braun (3.8)","R.Roenicke (7-18) and C.Counsell (61-76)","Milwaukee Brewers"
"1359",3,2014,"Milwaukee Brewers","NL Central",162,82,80,0,0.506,0.495,"3rd of 5","8.0","",650,657,"2,797,384",28.8,29,40,21,"J.Lucroy (6.7)","R.Roenicke (82-80)","Milwaukee Brewers"
"1360",4,2013,"Milwaukee Brewers","NL Central",162,74,88,0,0.457,0.468,"4th of 5","23.0","",640,687,"2,531,105",27.9,28.8,40,21,"C.Gomez (8.5)","R.Roenicke (74-88)","Milwaukee Brewers"
"1361",5,2012,"Milwaukee Brewers","NL Central",162,83,79,0,0.512,0.526,"3rd of 6","14.0","",776,733,"2,831,385",29.2,29,46,23,"R.Braun (6.9)","R.Roenicke (83-79)","Milwaukee Brewers"
"1362",6,2011,"Milwaukee Brewers","NL Central",162,96,66,0,0.593,0.556,"1st of 6","--","Lost NLCS (4-2)",721,638,"3,071,373",28.9,29.3,48,22,"R.Braun (7.8)","R.Roenicke (96-66)","Milwaukee Brewers"
"1363",7,2010,"Milwaukee Brewers","NL Central",162,77,85,0,0.475,0.468,"3rd of 6","14.0","",750,804,"2,776,531",27.8,29.2,43,25,"R.Braun (5.7)","K.Macha (77-85)","Milwaukee Brewers"
"1364",8,2009,"Milwaukee Brewers","NL Central",162,80,82,0,0.494,0.481,"3rd of 6","11.0","",785,818,"3,037,451",29.3,30,45,23,"P.Fielder (6.3)","K.Macha (80-82)","Milwaukee Brewers"
"1365",9,2008,"Milwaukee Brewers","NL Central",162,90,72,0,0.556,0.539,"2nd of 6","7.5","Lost LDS (3-1)",750,689,"3,068,458",28.7,29.9,44,20,"C.Sabathia (5.2)","N.Yost (83-67) and D.Sveum (7-5)","Milwaukee Brewers"
"1366",10,2007,"Milwaukee Brewers","NL Central",162,83,79,0,0.512,0.515,"2nd of 6","2.0","",801,776,"2,869,144",27.7,29.1,40,21,"C.Hart (4.7)","N.Yost (83-79)","Milwaukee Brewers"
"1367",11,2006,"Milwaukee Brewers","NL Central",162,75,87,0,0.463,0.44,"4th of 6","8.5","",730,833,"2,335,643",28.8,28.3,49,27,"B.Hall (5.8)","N.Yost (75-87)","Milwaukee Brewers"
"1368",12,2005,"Milwaukee Brewers","NL Central",162,81,81,0,0.5,0.519,"3rd of 6","19.0","",726,697,"2,211,023",28.4,28,39,19,"G.Jenkins (4.6)","N.Yost (81-81)","Milwaukee Brewers"
"1369",13,2004,"Milwaukee Brewers","NL Central",161,67,94,0,0.416,0.42,"6th of 6","37.5","",634,757,"2,062,382",28.5,27.2,41,22,"B.Sheets (7.3)","N.Yost (67-94)","Milwaukee Brewers"
"1370",14,2003,"Milwaukee Brewers","NL Central",162,68,94,0,0.42,0.409,"6th of 6","20.0","",714,873,"1,700,354",29.8,27.6,42,23,"S.Podsednik (3.6)","N.Yost (68-94)","Milwaukee Brewers"
"1371",15,2002,"Milwaukee Brewers","NL Central",162,56,106,0,0.346,0.379,"6th of 6","41.0","",627,821,"1,969,153",29.9,26.8,49,25,"J.Hernandez (4.4)","D.Lopes (3-12) and J.Royster (53-94)","Milwaukee Brewers"
"1372",16,2001,"Milwaukee Brewers","NL Central",162,68,94,0,0.42,0.461,"4th of 6","25.0","",740,806,"2,811,041",29.4,27.3,46,24,"R.Belliard (3.5)","D.Lopes (68-94)","Milwaukee Brewers"
"1373",17,2000,"Milwaukee Brewers","NL Central",163,73,89,1,0.451,0.45,"3rd of 6","22.0","",740,826,"1,573,621",28.8,27.4,46,24,"J.D'Amico (4.8)","D.Lopes (73-89)","Milwaukee Brewers"
"1374",18,1999,"Milwaukee Brewers","NL Central",161,74,87,0,0.46,0.462,"5th of 6","22.5","",815,886,"1,701,796",28.1,28.2,44,24,"J.Cirillo (4.8)","P.Garner (52-60) and J.Lefebvre (22-27)","Milwaukee Brewers"
"1375",19,1998,"Milwaukee Brewers","NL Central",162,74,88,0,0.457,0.437,"5th of 6","28.0","",707,812,"1,811,593",28.4,28.1,43,23,"J.Cirillo (5.9)","P.Garner (74-88)","Milwaukee Brewers"
"1376",20,1997,"Milwaukee Brewers","AL Central",161,78,83,0,0.484,0.461,"3rd of 5","8.0","",681,742,"1,444,027",28.1,28.3,44,21,"J.Cirillo (5.3)","P.Garner (78-83)","Milwaukee Brewers"
"1377",21,1996,"Milwaukee Brewers","AL Central",162,80,82,0,0.494,0.497,"3rd of 5","19.5","",894,899,"1,327,155",27.8,27.2,48,24,"B.McDonald (5.4)","P.Garner (80-82)","Milwaukee Brewers"
"1378",22,1995,"Milwaukee Brewers","AL Central",144,65,79,0,0.451,0.496,"4th of 5","35.0","",740,747,"1,087,560",27.9,27.3,41,22,"R.Bones (3.4)","P.Garner (65-79)","Milwaukee Brewers"
"1379",23,1994,"Milwaukee Brewers","AL Central",115,53,62,0,0.461,0.469,"5th of 5","15.0","",547,586,"1,268,399",28,28.3,36,15,"R.Bones (4.0)","P.Garner (53-62)","Milwaukee Brewers"
"1380",24,1993,"Milwaukee Brewers","AL East",162,69,93,0,0.426,0.465,"7th of 7","26.0","",733,792,"1,688,080",28.4,27.3,40,18,"G.Vaughn (6.7)","P.Garner (69-93)","Milwaukee Brewers"
"1381",25,1992,"Milwaukee Brewers","AL East",162,92,70,0,0.568,0.592,"2nd of 7","4.0","",740,604,"1,857,351",29.7,27.5,35,15,"B.Wegman (4.8)","P.Garner (92-70)","Milwaukee Brewers"
"1382",26,1991,"Milwaukee Brewers","AL East",162,83,79,0,0.512,0.533,"4th of 7","8.0","",799,744,"1,478,729",30.1,27,39,21,"P.Molitor (5.3)","T.Trebelhorn (83-79)","Milwaukee Brewers"
"1383",27,1990,"Milwaukee Brewers","AL East",162,74,88,0,0.457,0.483,"6th of 7","14.0","",732,760,"1,752,900",29.4,28.6,43,22,"R.Robinson (3.3)","T.Trebelhorn (74-88)","Milwaukee Brewers"
"1384",28,1989,"Milwaukee Brewers","AL East",162,81,81,0,0.5,0.518,"4th of 7","8.0","",707,679,"1,970,735",28.4,27.9,40,20,"R.Yount (5.8)","T.Trebelhorn (81-81)","Milwaukee Brewers"
"1385",29,1988,"Milwaukee Brewers","AL East",162,87,75,0,0.537,0.546,"3rd of 7","2.0","",682,616,"1,923,238",28.4,27.2,35,14,"T.Higuera (7.4)","T.Trebelhorn (87-75)","Milwaukee Brewers"
"1386",30,1987,"Milwaukee Brewers","AL East",162,91,71,0,0.562,0.525,"3rd of 7","7.0","",862,817,"1,909,244",27.4,26.2,37,17,"T.Higuera (6.5)","T.Trebelhorn (91-71)","Milwaukee Brewers"
"1387",31,1986,"Milwaukee Brewers","AL East",161,77,84,0,0.478,0.456,"6th of 7","18.0","",667,734,"1,265,041",29.1,26.2,39,17,"T.Higuera (9.4)","G.Bamberger (71-81) and T.Trebelhorn (6-3)","Milwaukee Brewers"
"1388",32,1985,"Milwaukee Brewers","AL East",161,71,90,0,0.441,0.432,"6th of 7","28.0","",690,802,"1,360,265",29.9,30.3,39,17,"P.Molitor (3.7)","G.Bamberger (71-90)","Milwaukee Brewers"
"1389",33,1984,"Milwaukee Brewers","AL East",161,67,94,0,0.416,0.438,"7th of 7","36.5","",641,734,"1,608,509",29.7,31.2,36,18,"R.Yount (5.9)","R.Lachemann (67-94)","Milwaukee Brewers"
"1390",34,1983,"Milwaukee Brewers","AL East",162,87,75,0,0.537,0.535,"5th of 7","11.0","",764,708,"2,397,131",29.8,30.6,36,16,"R.Yount (7.2)","H.Kuenn (87-75)","Milwaukee Brewers"
"1391",35,1982,"Milwaukee Brewers","AL East",163,95,67,1,0.586,0.598,"1st of 7","--","Lost WS (4-3)",891,717,"1,978,896",29.5,30.3,33,15,"R.Yount (10.5)","B.Rodgers (23-24) and H.Kuenn (72-43)","Milwaukee Brewers"
"1392",36,1981,"Milwaukee Brewers","AL East",109,62,47,0,0.569,0.533,"1st of 7","--","Lost LDS (3-2)",493,459,"874,292",28.9,29.1,33,16,"R.Yount (4.9)","B.Rodgers (62-47)","Milwaukee Brewers"
"1393",37,1980,"Milwaukee Brewers","AL East",162,86,76,0,0.531,0.579,"3rd of 7","17.0","",811,682,"1,857,408",28,27.3,33,15,"R.Yount (7.1)","B.Rodgers (39-31) and G.Bamberger (47-45)","Milwaukee Brewers"
"1394",38,1979,"Milwaukee Brewers","AL East",161,95,66,0,0.59,0.551,"2nd of 7","8.0","",807,722,"1,918,343",27.5,26.6,31,17,"S.Lezcano (5.6)","G.Bamberger (95-66)","Milwaukee Brewers"
"1395",39,1978,"Milwaukee Brewers","AL East",162,93,69,0,0.574,0.596,"3rd of 7","6.5","",804,650,"1,601,406",27.3,25.1,35,13,"M.Caldwell (8.1)","G.Bamberger (93-69)","Milwaukee Brewers"
"1396",40,1977,"Milwaukee Brewers","AL East",162,67,95,0,0.414,0.418,"6th of 7","33.0","",639,765,"1,114,938",27.1,24.1,36,13,"D.Money (5.1)","A.Grammas (67-95)","Milwaukee Brewers"
"1397",41,1976,"Milwaukee Brewers","AL East",161,66,95,0,0.41,0.437,"6th of 6","32.0","",570,655,"1,012,164",27,26,41,17,"B.Travers (4.5)","A.Grammas (66-95)","Milwaukee Brewers"
"1398",42,1975,"Milwaukee Brewers","AL East",162,68,94,0,0.42,0.427,"5th of 6","28.0","",675,792,"1,213,357",26.9,25.6,36,15,"D.Porter (3.7)","D.Crandall (67-94) and H.Kuenn (1-0)","Milwaukee Brewers"
"1399",43,1974,"Milwaukee Brewers","AL East",162,76,86,0,0.469,0.491,"5th of 6","15.0","",647,660,"955,741",26.5,26.1,36,14,"T.Murphy (5.2)","D.Crandall (76-86)","Milwaukee Brewers"
"1400",44,1973,"Milwaukee Brewers","AL East",162,74,88,0,0.457,0.485,"5th of 6","23.0","",708,731,"1,092,158",25.8,26,35,16,"G.Scott (6.7)","D.Crandall (74-88)","Milwaukee Brewers"
"1401",45,1972,"Milwaukee Brewers","AL East",156,65,91,0,0.417,0.415,"6th of 6","21.0","",493,595,"600,440",26.6,25.9,35,14,"G.Scott (4.9)","D.Bristol (10-20), R.McMillan (1-1) and D.Crandall (54-70)","Milwaukee Brewers"
"1402",46,1971,"Milwaukee Brewers","AL West",161,69,92,0,0.429,0.44,"6th of 6","32.0","",534,609,"731,531",27.1,26,43,15,"K.Sanders (3.9)","D.Bristol (69-92)","Milwaukee Brewers"
"1403",47,1970,"Milwaukee Brewers","AL West",163,65,97,1,0.401,0.408,"4th of 6","33.0","",613,751,"933,690",29.2,27.8,45,19,"T.Harper (7.4)","D.Bristol (65-97)","Milwaukee Brewers"
"1404",48,1969,"Seattle Pilots","AL West",163,64,98,1,0.395,0.399,"6th of 6","33.0","",639,799,"677,944",28,28.4,53,25,"W.Comer (3.2)","J.Schultz (64-98)","Milwaukee Brewers"
"1405",1,2016,"Minnesota Twins","AL Central",162,59,103,0,0.364,0.406,"5th of 5","35.5","",722,889,"1,963,912",27,28.3,42,29,"B.Dozier (6.5)","P.Molitor (59-103)","Minnesota Twins"
"1406",2,2015,"Minnesota Twins","AL Central",162,83,79,0,0.512,0.497,"2nd of 5","12.0","",696,700,"2,220,054",28.3,29.1,44,24,"K.Gibson (3.2)","P.Molitor (83-79)","Minnesota Twins"
"1407",3,2014,"Minnesota Twins","AL Central",162,70,92,0,0.432,0.462,"5th of 5","20.0","",715,777,"2,250,606",27.6,29.2,48,23,"B.Dozier (5.2)","R.Gardenhire (70-92)","Minnesota Twins"
"1408",4,2013,"Minnesota Twins","AL Central",162,66,96,0,0.407,0.388,"4th of 5","27.0","",614,788,"2,477,644",28.3,28.3,44,23,"J.Mauer (5.3)","R.Gardenhire (66-96)","Minnesota Twins"
"1409",5,2012,"Minnesota Twins","AL Central",162,66,96,0,0.407,0.422,"5th of 5","22.0","",701,832,"2,776,354",28.8,27.8,47,25,"D.Span (5.0)","R.Gardenhire (66-96)","Minnesota Twins"
"1410",6,2011,"Minnesota Twins","AL Central",162,63,99,0,0.389,0.383,"5th of 5","32.0","",619,804,"3,168,116",27.6,28.5,45,24,"S.Baker (4.4)","R.Gardenhire (63-99)","Minnesota Twins"
"1411",7,2010,"Minnesota Twins","AL Central",162,94,68,0,0.58,0.569,"1st of 5","--","Lost LDS (3-0)",781,671,"3,223,640",28.5,28.6,42,21,"J.Mauer (5.9)","R.Gardenhire (94-68)","Minnesota Twins"
"1412",8,2009,"Minnesota Twins","AL Central",163,87,76,0,0.534,0.53,"1st of 5","--","Lost LDS (3-0)",817,765,"2,416,237",27.7,27.9,42,24,"J.Mauer (7.8)","R.Gardenhire (87-76)","Minnesota Twins"
"1413",9,2008,"Minnesota Twins","AL Central",163,88,75,0,0.54,0.549,"2nd of 5","1.0","",829,745,"2,302,431",26.4,27.5,40,19,"J.Mauer (5.6)","R.Gardenhire (88-75)","Minnesota Twins"
"1414",10,2007,"Minnesota Twins","AL Central",162,79,83,0,0.488,0.496,"3rd of 5","17.0","",718,725,"2,296,383",28.4,27.4,42,19,"J.Santana (5.2)","R.Gardenhire (79-83)","Minnesota Twins"
"1415",11,2006,"Minnesota Twins","AL Central",162,96,66,0,0.593,0.572,"1st of 5","--","Lost LDS (3-0)",801,683,"2,285,018",28.2,26.9,39,17,"J.Santana (7.5)","R.Gardenhire (96-66)","Minnesota Twins"
"1416",12,2005,"Minnesota Twins","AL Central",162,83,79,0,0.512,0.518,"3rd of 5","16.0","",688,662,"2,034,243",27.6,27.9,37,15,"J.Santana (7.2)","R.Gardenhire (83-79)","Minnesota Twins"
"1417",13,2004,"Minnesota Twins","AL Central",162,92,70,0,0.568,0.54,"1st of 5","--","Lost LDS (3-1)",780,715,"1,911,490",27.9,28.2,42,18,"J.Santana (8.7)","R.Gardenhire (92-70)","Minnesota Twins"
"1418",14,2003,"Minnesota Twins","AL Central",162,90,72,0,0.556,0.525,"1st of 5","--","Lost LDS (3-1)",801,758,"1,946,011",27.3,29.7,42,20,"A.Pierzynski (4.5)","R.Gardenhire (90-72)","Minnesota Twins"
"1419",15,2002,"Minnesota Twins","AL Central",161,94,67,0,0.584,0.535,"1st of 5","--","Lost ALCS (4-1)",768,712,"1,924,473",26.8,28.8,42,19,"J.Jones (5.4)","R.Gardenhire (94-67)","Minnesota Twins"
"1420",16,2001,"Minnesota Twins","AL Central",162,85,77,0,0.525,0.503,"2nd of 5","6.0","",771,766,"1,782,929",26.4,27.4,42,21,"J.Mays (6.6)","T.Kelly (85-77)","Minnesota Twins"
"1421",17,2000,"Minnesota Twins","AL Central",162,69,93,0,0.426,0.426,"5th of 5","26.0","",748,880,"1,000,760",26.5,26.6,41,17,"B.Radke (6.2)","T.Kelly (69-93)","Minnesota Twins"
"1422",18,1999,"Minnesota Twins","AL Central",161,63,97,1,0.394,0.406,"5th of 5","33.0","",686,845,"1,202,829",26.8,26.3,37,18,"B.Radke (6.5)","T.Kelly (63-97)","Minnesota Twins"
"1423",19,1998,"Minnesota Twins","AL Central",162,70,92,0,0.432,0.451,"4th of 5","19.0","",734,818,"1,165,976",29.8,28.7,38,17,"B.Radke (5.2)","T.Kelly (70-92)","Minnesota Twins"
"1424",20,1997,"Minnesota Twins","AL Central",162,68,94,0,0.42,0.45,"4th of 5","18.5","",772,861,"1,411,064",29.1,28.1,39,18,"C.Knoblauch (6.7)","T.Kelly (68-94)","Minnesota Twins"
"1425",21,1996,"Minnesota Twins","AL Central",162,78,84,0,0.481,0.488,"4th of 5","21.5","",877,900,"1,437,352",28.4,25.8,38,18,"C.Knoblauch (8.6)","T.Kelly (78-84)","Minnesota Twins"
"1426",22,1995,"Minnesota Twins","AL Central",144,56,88,0,0.389,0.394,"5th of 5","44.0","",703,889,"1,057,667",27.3,25.7,46,22,"C.Knoblauch (6.7)","T.Kelly (56-88)","Minnesota Twins"
"1427",23,1994,"Minnesota Twins","AL Central",113,53,60,0,0.469,0.433,"4th of 5","14.0","",594,688,"1,398,565",28.9,28.1,33,16,"C.Knoblauch (4.0)","T.Kelly (53-60)","Minnesota Twins"
"1428",24,1993,"Minnesota Twins","AL West",162,71,91,0,0.438,0.418,"5th of 7","23.0","",693,830,"2,048,673",29.6,27.5,41,16,"C.Knoblauch (3.6)","T.Kelly (71-91)","Minnesota Twins"
"1429",25,1992,"Minnesota Twins","AL West",162,90,72,0,0.556,0.561,"2nd of 7","6.0","",747,653,"2,482,428",28.7,27.7,39,17,"K.Puckett (7.1)","T.Kelly (90-72)","Minnesota Twins"
"1430",26,1991,"Minnesota Twins","AL West",162,95,67,0,0.586,0.579,"1st of 7","--","Won WS (4-3)",776,652,"2,293,842",29.1,28.6,35,16,"K.Tapani (6.8)","T.Kelly (95-67)","Minnesota Twins"
"1431",27,1990,"Minnesota Twins","AL West",162,74,88,0,0.457,0.459,"7th of 7","29.0","",666,729,"1,751,584",29.4,27.1,39,18,"G.Gagne (3.2)","T.Kelly (74-88)","Minnesota Twins"
"1432",28,1989,"Minnesota Twins","AL West",162,80,82,0,0.494,0.501,"5th of 7","19.0","",740,738,"2,277,438",29.4,28,43,23,"K.Puckett (4.9)","T.Kelly (80-82)","Minnesota Twins"
"1433",29,1988,"Minnesota Twins","AL West",162,91,71,0,0.562,0.555,"2nd of 7","13.0","",759,672,"3,030,672",28.5,30,41,20,"F.Viola (7.7)","T.Kelly (91-71)","Minnesota Twins"
"1434",30,1987,"Minnesota Twins","AL West",162,85,77,0,0.525,0.489,"1st of 7","--","Won WS (4-3)",786,806,"2,081,976",27.8,31.4,36,17,"F.Viola (8.1)","T.Kelly (85-77)","Minnesota Twins"
"1435",31,1986,"Minnesota Twins","AL West",162,71,91,0,0.438,0.443,"6th of 7","21.0","",741,839,"1,255,453",26.8,28.5,38,18,"G.Gaetti (5.8)","R.Miller (59-80) and T.Kelly (12-11)","Minnesota Twins"
"1436",32,1985,"Minnesota Twins","AL West",162,77,85,0,0.475,0.453,"4th of 7","14.0","",705,782,"1,651,814",26.4,28.1,36,17,"K.Puckett (2.9)","B.Gardner (27-35) and R.Miller (50-50)","Minnesota Twins"
"1437",33,1984,"Minnesota Twins","AL West",162,81,81,0,0.5,0.499,"2nd of 7","3.0","",673,675,"1,598,692",25.8,27.2,39,16,"K.Hrbek (5.5)","B.Gardner (81-81)","Minnesota Twins"
"1438",34,1983,"Minnesota Twins","AL West",162,70,92,0,0.432,0.433,"5th of 7","29.0","",709,822,"858,939",26,26.3,35,14,"J.Castino (4.4)","B.Gardner (70-92)","Minnesota Twins"
"1439",35,1982,"Minnesota Twins","AL West",162,60,102,0,0.37,0.401,"7th of 7","33.0","",657,819,"921,186",25.3,25.2,39,17,"T.Brunansky (5.6)","B.Gardner (60-102)","Minnesota Twins"
"1440",36,1981,"Minnesota Twins","AL West",110,41,68,1,0.376,0.387,"7th of 7","23.0","",378,486,"469,090",26.8,27.2,38,14,"D.Corbett (2.9)","J.Goryl (11-25) and B.Gardner (30-43)","Minnesota Twins"
"1441",37,1980,"Minnesota Twins","AL West",161,77,84,0,0.478,0.465,"3rd of 7","19.5","",670,724,"769,206",26.6,28.7,36,14,"D.Corbett (5.7)","G.Mauch (54-71) and J.Goryl (23-13)","Minnesota Twins"
"1442",38,1979,"Minnesota Twins","AL West",162,82,80,0,0.506,0.524,"4th of 7","6.0","",764,725,"1,070,521",26.2,29.5,36,15,"J.Koosman (7.2)","G.Mauch (82-80)","Minnesota Twins"
"1443",39,1978,"Minnesota Twins","AL West",162,73,89,0,0.451,0.492,"4th of 7","19.0","",666,678,"787,878",27,26.5,33,16,"D.Goltz (6.6)","G.Mauch (73-89)","Minnesota Twins"
"1444",40,1977,"Minnesota Twins","AL West",161,84,77,0,0.522,0.551,"4th of 7","17.5","",867,776,"1,162,727",26.7,27,36,15,"R.Carew (9.7)","G.Mauch (84-77)","Minnesota Twins"
"1445",41,1976,"Minnesota Twins","AL West",162,85,77,0,0.525,0.525,"3rd of 6","5.0","",743,704,"715,394",26.6,26.6,31,13,"R.Carew (6.8)","G.Mauch (85-77)","Minnesota Twins"
