Id,longitude,latitude,median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
154,-122.04,37.26,24,4973,709,1692,696,78627,500001
9617,-120.44,37.31,21,6911,1341,3967,1297,30515,95200
6674,-118.54,34.19,22,3380,790,2199,737,25739,239200
18044,-118.2,33.96,37,2127,533,2021,480,29773,164600
13761,-121.91,37.27,30,4412,862,2168,772,50062,232000
8815,-121.41,38.69,28,1601,308,848,305,36429,105200
19678,-117.25,34.06,18,5009,1108,2948,963,30042,106500
14647,-117.34,34.13,29,1494,286,991,280,21250,70600
6907,-117.63,34.12,4,4323,775,1479,663,60758,226800
6658,-118.12,33.94,31,2210,519,1047,472,33292,271300
2018,-116.92,32.81,23,2668,528,1510,524,33669,158900
15434,-118.03,33.76,25,4650,849,2503,790,57420,221900
7512,-118.28,34.12,50,2384,312,836,337,128763,500001
10677,-118.18,33.99,38,1010,315,1157,301,16341,161800
10483,-118.3,33.75,42,967,175,481,163,56611,265600
19925,-118.56,34.21,36,1286,242,788,248,35333,196800
15805,-119.66,36.33,16,2048,373,1052,388,40909,92800
884,-116.98,32.68,22,2346,380,1217,382,55248,156300
9713,-120.67,38.19,17,2967,611,1387,564,20417,92600
2196,-122.29,37.91,46,2085,346,748,354,40536,262000
18212,-121.43,37.74,52,876,170,426,179,30865,119800
12686,-120.08,34.59,24,1874,319,820,315,51909,390200
4023,-122.49,37.73,48,1190,182,497,199,62642,438500
12195,-118.22,33.89,41,990,228,776,207,21250,120200
4293,-118.35,34.05,52,1971,414,1065,409,36435,195800
20626,-117.71,33.63,16,1565,274,950,280,58399,220600
18292,-121.21,38.67,11,5500,956,2827,946,41071,145800
14963,-122.11,37.42,32,3058,595,1267,540,64949,417800
15713,-117.25,33.21,9,1944,488,1992,453,20660,127200
17323,-117.84,33.78,24,3817,787,1656,713,42500,248000
19272,-118.16,33.97,23,1516,457,1977,435,23068,157800
6344,-118.17,33.96,25,2249,681,2621,628,23000,164200
8686,-117.69,33.54,20,1767,280,801,284,65394,272000
6138,-117.98,33.65,18,1027,206,436,180,42159,211300
18264,-119.03,35.38,52,1695,290,540,260,27312,147100
1134,-118.34,34.01,38,2318,735,1407,702,16187,266700
2242,-118.4,34.22,43,1220,222,729,230,36442,186300
11940,-118.03,34.1,30,2773,634,1376,540,27857,201700
6042,-118.08,33.93,33,2263,511,1626,457,35556,172800
12208,-122.23,37.8,52,1252,299,844,280,23929,111900
7133,-118.3,33.98,48,2010,445,1208,404,16611,95800
9103,-117.04,32.62,27,1710,282,1089,297,46792,151900
11030,-117.88,33.85,22,1105,241,971,249,31667,113900
9932,-118.37,33.99,32,4018,564,1400,568,86718,439100
9706,-117.93,33.65,35,2133,413,1473,402,44211,215200
17664,-117.76,33.72,11,4508,618,1993,573,104498,386100
17431,-117.0,32.77,35,2114,317,881,320,55000,241400
14773,-118.01,34.1,35,2120,412,1375,405,34609,166300
4969,-117.23,32.73,35,2914,683,1562,638,25259,240200
9848,-121.3,38.73,9,5558,1099,2717,1043,36455,139200
13302,-117.03,33.0,6,6139,793,2693,770,77569,387400
15659,-118.14,34.02,40,1912,502,2077,500,26000,180600
3088,-117.03,32.74,35,1878,454,991,409,24345,129700
8986,-119.5,35.27,23,3827,696,1993,617,30742,57900
8282,-118.13,34.09,42,2562,781,1936,687,22214,219000
20012,-118.1,33.9,37,1061,202,768,206,47500,161900
4451,-118.37,33.84,27,3245,605,1572,556,53773,379000
18451,-120.76,38.76,21,3509,606,1576,564,26392,148500
17206,-119.82,36.82,28,2268,336,752,330,52809,151500
16702,-117.14,33.15,16,1129,198,758,178,50346,174600
4267,-117.18,32.74,39,3132,738,1200,690,25288,274000
2874,-118.93,35.44,13,1439,237,557,227,61563,204200
10623,-122.09,37.98,14,5381,871,2296,872,56875,211000
770,-117.1,33.17,12,2465,412,1226,428,54819,183800
18475,-117.99,34.07,35,1681,360,1648,373,24911,145900
20285,-122.17,38.06,16,3515,626,1764,626,44397,187100
17558,-117.1,32.75,11,1976,548,1528,512,14886,89800
13862,-117.74,35.65,15,2357,484,1110,442,31755,81700
9262,-118.06,34.09,40,1975,389,1116,378,42897,251600
6325,-120.57,35.12,39,1656,333,866,317,28824,195200
16885,-117.97,34.14,33,1328,348,903,329,31094,136000
8545,-118.59,34.22,17,6015,1464,3056,1347,40077,229000
6882,-118.18,34.02,37,2631,734,3228,701,21500,132200
10050,-122.24,37.72,5,18634,2885,7427,2718,76110,350700
1367,-118.48,34.04,49,3780,741,1435,690,43158,500001
172,-121.27,38.11,15,2039,384,1178,375,38672,120100
15132,-117.09,33.1,21,2876,539,1387,499,38292,177000
12057,-119.85,36.75,24,1143,245,608,240,28194,81100
111,-122.65,38.48,17,1090,164,473,163,55061,231800
7380,-121.8,38.67,10,2086,380,1073,378,45526,154400
12531,-118.15,33.94,37,1594,321,1003,323,33289,199700
14890,-118.16,34.12,38,2231,489,940,484,54165,435100
7303,-120.83,38.74,17,3685,775,1714,734,22269,128300
843,-117.91,33.75,8,2346,679,3842,674,30635,160000
12468,-118.0,34.13,24,2584,520,1869,503,32841,167000
7117,-116.22,34.21,23,1175,468,355,151,22083,42500
102,-118.04,33.93,35,1805,387,1505,366,41666,151900
19383,-118.36,33.86,37,1768,314,802,290,50784,295900
1424,-119.32,36.21,25,2360,460,1424,436,23152,63100
10192,-117.27,34.05,34,1703,395,849,359,31607,138200
3080,-118.42,33.96,24,4393,966,1257,579,50714,356100
13626,-118.36,33.95,42,2532,627,2038,591,28750,177500
12820,-117.81,34.11,21,3481,808,1866,746,36201,150400
9420,-119.23,34.19,16,5297,810,1489,667,64522,500001
18579,-117.0,32.67,16,2238,307,1002,303,66143,264100
15232,-119.84,36.79,21,3235,648,1820,614,33447,71400
20223,-116.63,33.89,22,1540,364,610,268,15227,71000
14794,-119.34,36.2,12,1632,378,1303,315,20333,54400
12295,-121.55,38.55,10,6227,1164,2909,1077,41060,115900
8796,-118.25,33.79,39,981,286,1183,298,19208,139800
3633,-118.25,34.03,52,1274,418,1655,368,21905,124000
18474,-122.12,37.43,33,3262,668,1411,626,53160,398100
19162,-117.02,32.59,19,1902,335,1102,313,30365,98100
2099,-122.14,37.84,24,2131,343,874,373,56349,355600
5963,-118.56,34.25,31,1962,243,697,242,85650,500001
18260,-117.41,34.0,38,2228,571,1697,530,19052,83400
1360,-117.11,32.73,35,1689,397,1135,366,23269,97300
4514,-121.51,38.26,52,910,212,429,212,16458,52800
4273,-118.82,35.23,31,2358,580,2302,574,19688,53900
14178,-118.0,34.08,29,2003,401,1520,364,39940,195300
17231,-118.37,34.05,35,2457,552,1159,523,30862,345300
824,-118.42,34.25,36,1430,331,1502,312,36292,145200
9177,-121.92,37.69,13,3742,555,1590,559,73160,285400
11888,-124.06,40.88,12,2087,424,1603,438,25667,139500
6640,-117.28,33.66,15,4573,928,2513,832,26949,163600
13601,-121.73,36.86,28,827,178,703,144,44271,175700
6772,-121.82,38.46,10,6331,1181,3419,1110,37083,154800
4084,-119.09,34.35,20,4725,881,2823,869,40122,214800
9654,-118.28,33.83,28,880,168,717,142,45469,175700
6017,-117.26,33.19,2,2629,509,1044,522,42361,158500
18875,-118.17,34.02,34,760,219,968,202,17813,145000
19942,-118.45,34.19,11,2479,900,2466,855,22264,181300
7424,-119.04,35.36,40,1533,312,771,306,30435,69500
7544,-121.32,38.71,14,4594,774,2474,782,45245,127500
16834,-122.27,37.77,52,2388,559,1121,518,33269,234500
13536,-124.1,40.9,18,4032,798,1948,775,27321,92600
2240,-118.29,34.1,39,2196,582,1165,538,29417,254200
7955,-117.63,33.47,4,2320,405,1408,477,63369,256000
7172,-117.4,34.04,17,1906,334,1550,338,30250,81800
8881,-118.2,33.92,39,1050,217,895,207,31538,155600
3233,-120.48,35.05,24,2314,468,1549,463,28203,152600
13385,-122.07,37.96,37,1217,199,552,194,50445,196200
6735,-124.14,40.77,27,3046,605,1407,571,29143,99600
3720,-117.81,33.88,19,2968,503,1430,459,53339,371700
10621,-119.71,36.79,34,1891,323,966,355,36681,82000
18480,-116.82,34.24,11,5799,1527,713,262,25147,84700
9249,-121.28,38.8,7,9003,1739,4445,1591,38160,147900
4848,-116.52,33.84,17,4465,859,853,445,36875,130400
1140,-117.99,33.87,34,1239,307,869,291,35900,161900
13991,-117.05,32.67,32,4227,785,2842,795,39646,137800
3130,-122.15,37.74,43,1383,275,853,272,35083,122000
3930,-118.27,34.08,46,3007,854,2587,814,27179,184300
7069,-118.35,34.06,48,3551,826,1601,827,32279,400000
15599,-118.48,34.23,30,1762,263,761,292,65268,273100
6581,-121.44,38.5,20,2033,586,1281,521,14007,97500
10604,-122.07,38.24,15,7937,1635,4390,1567,35464,129800
4134,-122.41,37.8,52,3697,837,1446,711,58660,500001
14705,-119.88,36.81,30,2288,474,1435,425,13221,61200
7715,-117.6,34.08,15,2700,460,1432,449,49063,159800
2850,-118.45,34.3,35,4085,919,3988,906,34812,160200
6793,-121.3,38.26,19,1403,276,901,290,32150,104600
2751,-120.67,35.62,6,12779,2441,6085,2157,38661,168100
840,-123.35,40.99,23,141,59,47,23,11250,66000
2035,-117.27,34.15,35,1490,253,705,253,33616,95300
5189,-122.22,37.79,52,3424,690,2273,685,39048,164700
3590,-118.27,33.98,45,1696,424,1502,429,13042,99200
17216,-118.21,33.95,35,2134,650,2248,587,22988,153400
18118,-119.08,36.02,26,1748,346,891,303,19439,62100
16453,-121.54,36.99,27,2361,449,1782,397,32614,305000
5766,-119.59,36.64,27,823,171,798,200,30520,113800
10188,-118.2,33.79,47,767,195,569,195,29514,185200
12005,-121.0,39.26,14,810,151,302,138,31094,136100
13462,-121.3,38.63,31,1817,372,992,339,30972,150000
3083,-117.21,33.61,7,7722,1324,2975,1161,36273,150900
13625,-117.86,33.84,19,1725,392,920,400,30087,159400
12811,-122.66,38.47,23,2246,437,1035,386,37617,172600
1804,-121.94,37.33,36,1893,359,797,360,36818,257600
584,-122.45,37.79,46,2009,464,761,453,37188,500001
2775,-117.75,33.61,16,2270,488,709,489,32845,227600
13404,-122.53,37.93,37,1722,352,648,337,41250,310300
12256,-118.44,34.0,44,1798,353,835,314,47500,355800
2682,-118.34,33.78,25,11016,1626,4168,1584,81782,500001
978,-117.09,32.76,44,1139,214,470,217,35481,203100
2138,-122.35,37.93,28,1995,488,1182,439,23352,84300
4038,-118.14,34.18,47,3457,622,1700,579,35164,226500
6639,-121.29,37.97,52,2995,555,1392,503,17794,98800
11721,-119.98,38.96,25,2443,444,868,342,35417,114800
6052,-118.3,34.06,47,1390,872,2860,827,14680,137500
11175,-118.19,34.67,8,11275,1822,5731,1692,50285,167900
99,-117.93,34.15,14,9610,2005,4723,1907,40393,156800
6432,-117.72,33.64,16,1230,242,380,246,22969,67500
19299,-120.87,37.05,29,4176,779,2092,741,25950,104200
3098,-118.09,33.78,26,2146,298,852,296,66137,342700
3101,-122.15,37.67,35,2472,398,1171,390,55797,198100
4565,-118.43,33.96,20,1901,270,704,254,87819,500001
20035,-119.79,36.75,52,377,97,530,96,10000,45000
18333,-117.78,34.07,18,3610,772,2899,765,39784,113500
16951,-122.64,38.24,52,1621,393,635,349,25202,244000
183,-118.18,33.97,34,3214,899,3086,808,20057,189400
3847,-121.31,37.96,52,1938,332,788,320,36094,118400
14697,-118.48,34.02,11,72,16,150,20,26250,250000
5744,-119.51,34.46,28,3506,563,1362,483,60910,500001
17190,-117.18,34.04,38,2492,381,1003,369,36875,152800
16564,-118.21,33.91,37,1073,265,1197,250,27109,133000
4737,-117.23,32.88,18,5566,1465,6303,1458,18580,205000
11107,-121.85,37.24,17,6425,1268,3934,1238,51228,237600
18888,-118.13,34.14,23,5465,1494,2511,1359,34531,210900
9368,-121.93,37.05,14,679,108,306,113,64214,340600
5019,-118.39,34.05,42,3105,559,1253,531,52220,500001
3531,-122.18,37.41,21,1034,117,323,117,107236,500001
3758,-120.16,39.01,16,1463,264,54,26,49750,206300
962,-117.95,33.89,17,1665,247,755,254,65764,349000
5772,-121.33,38.64,27,2203,493,1158,492,24342,119500
16328,-119.84,36.78,24,3242,795,2764,773,13385,58800
14376,-118.86,34.19,27,1931,261,736,244,67805,392900
5836,-121.4,36.83,11,3701,739,1749,654,30670,207900
9789,-124.08,40.99,18,3297,662,1554,578,26847,111300
8219,-122.09,37.39,34,1508,483,774,443,27279,365600
4469,-117.95,33.7,17,5781,924,2585,915,53430,231900
1634,-122.67,38.25,32,1333,235,660,206,40729,288500
4179,-118.32,34.06,36,3239,722,1383,612,45918,337000
20523,-118.89,34.33,23,366,62,265,66,31250,375000
15702,-120.05,36.98,16,3705,739,2463,697,25288,61800
2014,-117.3,33.17,6,7880,1533,3760,1460,41807,182600
5289,-122.3,37.77,42,2038,368,2037,355,26447,200000
3819,-122.45,37.77,52,2191,627,1100,585,30409,500000
15240,-117.06,32.76,37,2356,476,1231,499,29650,155700
885,-122.3,37.53,43,1748,366,984,371,45115,337800
8446,-121.84,36.61,26,2902,761,2258,719,25663,128900
8510,-122.28,37.52,27,2958,655,1285,577,40801,397800
6257,-117.31,34.51,18,2704,698,1611,597,20243,82300
2627,-121.43,36.5,14,1835,468,1867,461,23879,129800
4039,-121.92,37.25,36,3874,656,1826,639,49662,258500
15166,-122.3,37.9,41,2053,435,873,415,34091,223000
17123,-117.97,33.82,26,4013,985,2442,922,37655,197700
20253,-119.03,34.21,11,4528,729,2398,684,53044,319000
6841,-117.04,32.63,26,2756,422,1166,398,51354,181600
2791,-117.92,34.01,35,3055,634,3738,615,33750,127200
17769,-119.97,36.44,18,1128,237,772,220,21770,39200
13693,-117.12,32.75,13,2795,773,1869,690,21767,101800
15576,-124.17,40.75,13,2171,339,951,353,48516,116100
15297,-122.12,37.7,41,3495,787,1849,750,26790,144900
11899,-116.96,32.71,18,2413,533,1129,551,24567,155000
16614,-122.02,37.36,21,2471,677,1486,689,39038,243800
2742,-118.27,34.05,47,661,359,1406,307,13169,112500
20276,-118.4,33.99,39,1613,380,1113,356,28250,276700
6146,-119.7,36.8,31,1746,321,1186,360,26932,66400
1735,-120.47,34.66,4,3376,525,1684,535,49237,166600
5239,-117.69,34.0,28,707,154,561,129,25781,111600
20520,-122.06,37.34,13,2057,466,790,436,50081,288300
2311,-121.47,38.95,34,2129,350,969,314,27039,106300
16412,-118.02,34.1,36,452,80,248,83,19688,226000
16118,-119.86,36.81,4,4530,1070,1804,837,33942,72100
1885,-117.22,33.22,17,3675,672,1693,597,33882,190800
15566,-118.44,35.13,34,1170,290,602,266,17917,80000
18863,-117.33,33.22,21,2868,602,855,559,27846,91200
16720,-119.27,36.32,9,3631,635,1881,628,47723,113100
8492,-117.89,34.49,12,3449,598,1502,540,37043,150800
7917,-117.37,33.18,19,1931,509,855,394,26979,266700
3340,-122.04,37.88,32,3250,550,1230,557,46424,312700
17981,-118.5,34.26,33,2831,510,1340,504,48316,237300
1986,-122.29,37.89,52,2178,421,940,423,50551,232200
16778,-122.44,37.73,52,2381,492,1485,447,43898,270000
18004,-119.88,34.42,22,2367,492,1333,488,36304,312200
2608,-122.45,37.78,45,2747,699,1320,693,31576,333300
13841,-122.26,37.77,52,1565,315,637,297,47778,351800
20576,-121.77,38.68,43,2559,598,1820,591,21927,107900
8576,-118.13,34.05,35,3229,616,1879,595,39531,268400
953,-119.17,34.29,18,3932,724,1896,680,52953,279400
13946,-121.91,37.26,32,3983,876,1989,794,35625,255200
1691,-121.37,38.69,35,1851,327,1007,286,32361,84000
17011,-118.33,34.18,45,1552,315,785,316,37411,235500
15022,-117.76,33.71,15,1010,350,470,342,32229,108300
8536,-121.21,37.81,8,1883,298,999,301,51929,172100
18006,-121.74,36.92,29,1210,281,863,262,31062,156000
8763,-118.23,34.07,40,506,119,397,114,31944,143800
18605,-121.03,37.66,31,887,217,614,199,21528,75500
20335,-118.03,33.77,27,2000,310,880,294,56350,218900
6710,-118.23,33.98,35,1366,496,2160,497,22059,150000
15458,-118.11,33.84,36,1756,297,798,287,55580,218300
16296,-119.86,34.38,28,1062,309,1058,305,15071,316700
14624,-118.23,33.91,27,1694,393,1890,373,30341,89100
8868,-121.75,37.69,26,2647,536,1422,522,37212,183800
8555,-119.72,36.34,33,1287,214,580,210,32019,112500
8383,-122.28,37.89,52,1225,169,412,168,57912,327100
16556,-117.98,34.14,27,6341,1289,2899,1192,36336,235200
4919,-116.95,32.77,25,3308,421,1201,414,63191,303400
13683,-116.83,32.83,6,3123,495,1513,480,54288,167800
5790,-117.99,33.82,21,2281,557,1510,460,28625,189600
38,-122.55,38.42,24,2220,411,894,365,42891,211700
7046,-119.23,34.27,22,3536,615,1650,612,42381,229300
18486,-118.37,34.05,52,1563,306,776,308,36250,440900
19984,-117.86,33.63,17,3095,551,1175,534,53099,500001
16924,-118.71,34.3,20,1586,187,699,209,65483,335000
3358,-122.9,39.23,39,1295,240,534,179,39519,98900
5568,-122.08,37.64,30,5267,1253,4065,1113,33479,182100
10469,-121.3,37.96,24,1212,366,1202,343,17875,76800
20286,-119.29,36.53,33,1509,352,1734,336,16250,50300
13213,-118.12,34.14,25,3420,977,1718,947,31033,217900
1770,-118.41,33.97,44,2789,503,3732,474,46176,352300
19700,-118.34,34.16,44,1717,391,848,353,36111,254500
1248,-120.65,35.29,36,1940,315,850,298,31818,249600
18631,-122.32,37.94,46,1901,295,833,352,55195,210800
13269,-122.11,37.37,22,1477,195,520,187,103329,500001
16155,-118.44,34.07,26,3535,748,1322,666,71674,500001
17337,-122.03,37.37,30,1269,290,556,266,38125,325000
2771,-119.69,36.86,20,1676,263,786,240,40000,164600
18745,-116.94,32.81,8,2517,632,1686,613,21360,143500
6178,-118.39,34.17,28,2790,748,1351,697,32052,283600
18760,-117.92,33.83,6,3136,990,1894,859,25564,171300
10543,-117.85,33.75,27,2311,632,2936,609,25651,171400
10912,-118.29,34.01,42,814,223,511,188,23942,123200
20562,-118.21,34.08,52,3672,808,3062,764,26806,153000
7850,-118.14,33.96,38,590,139,620,132,21730,143800
9909,-119.03,35.35,34,1441,294,695,275,26875,73700
6490,-118.38,33.84,26,2869,567,1157,538,60382,355300
11437,-118.09,34.02,28,1984,313,1099,343,45526,250200
17870,-121.44,38.58,43,1806,339,764,341,39271,147100
16180,-117.86,33.74,32,691,151,926,148,41250,175900
17781,-117.87,33.75,14,5526,1916,6799,1796,26561,144400
12538,-118.08,33.88,30,1901,519,2685,496,32639,120100
10725,-122.01,37.54,32,2572,406,1128,395,50000,287600
11112,-122.07,38.0,37,978,202,462,184,36250,156300
16080,-117.25,32.73,37,2224,331,821,341,63331,400000
8337,-120.96,37.67,17,2434,511,1558,546,29219,114300
641,-117.86,34.1,29,1185,197,588,196,50832,196900
13381,-118.19,33.91,33,915,225,826,212,27708,117400
87,-121.89,37.46,5,1519,186,705,186,103798,500001
14976,-122.35,38.3,18,3735,557,1504,521,56304,243100
11784,-117.98,33.66,26,3527,547,1615,542,61624,279400
9401,-119.16,36.31,7,2946,664,1608,622,16829,80200
13170,-121.09,37.33,40,524,112,329,96,17188,112500
458,-117.92,33.88,52,1270,276,609,211,37500,232500
4299,-119.87,36.78,4,6102,1114,3406,1115,34213,84500
18632,-118.22,33.97,43,381,67,259,60,30313,166100
3845,-117.81,33.71,16,2666,387,1227,347,73769,302400
10844,-117.9,34.13,25,3076,856,2868,752,26619,117600
16224,-119.98,38.93,25,1262,293,534,226,26607,90400
5830,-118.29,33.74,30,2074,533,1311,531,20329,225800
9020,-118.19,34.11,40,1266,348,1032,315,21667,150000
17697,-117.21,32.86,16,2800,566,1267,518,32794,148600
15012,-121.67,36.67,24,3071,544,1477,560,39219,222500
7972,-122.31,37.94,38,1794,349,810,335,38343,191400
18681,-120.98,38.34,27,3471,653,1793,600,35508,99100
6980,-121.16,38.68,21,3517,667,1687,655,31161,131600
16946,-121.94,37.3,26,4348,814,2347,810,47275,293000
12405,-117.26,34.16,31,3538,658,1715,663,37125,98000
12815,-120.97,37.61,16,1326,375,884,375,18710,103900
8361,-117.84,34.12,34,2026,345,1142,332,43920,187600
4361,-118.11,33.92,34,1414,263,983,264,41767,156600
15875,-120.97,37.62,7,8489,1673,5807,1575,29451,127800
10411,-117.89,33.73,32,728,134,837,135,40769,163900
12083,-121.33,38.01,27,1612,234,630,255,53179,155100
17647,-119.82,34.45,24,3592,533,1683,528,67247,333800
3104,-117.51,34.16,2,718,98,119,50,41000,315000
8991,-118.17,34.11,39,1758,436,892,447,36406,278900
9323,-118.08,33.94,21,3933,949,2219,820,24926,171400
14574,-118.71,34.29,21,2751,493,1432,483,52067,221200
11115,-118.07,33.81,22,2711,352,1305,368,85407,398800
11120,-118.42,34.2,27,3201,970,3403,948,22376,231700
10402,-121.32,38.7,17,3214,551,1879,562,43643,124900
3535,-117.63,33.38,12,5744,1054,2104,847,51482,500001
15170,-122.53,37.95,22,7446,1979,2980,1888,35838,271300
6279,-122.3,37.81,48,1455,354,788,332,8056,84400
4148,-122.07,37.91,28,1731,295,810,295,50391,259800
17228,-115.57,32.8,16,2276,594,1184,513,18750,93800
15084,-122.48,38.32,31,1701,363,680,324,31375,192100
6464,-121.88,37.32,45,2213,564,1920,514,32806,164200
8418,-124.13,40.62,43,2131,399,910,389,25804,92100
1653,-117.49,34.02,35,2051,427,1466,425,36711,108200
11264,-117.92,33.87,44,308,87,301,100,21991,191100
13491,-122.63,38.34,15,2153,345,979,335,51966,325400
6427,-122.21,38.1,36,3018,557,1445,556,38029,129900
3188,-117.15,32.92,16,2969,514,1594,465,45221,168300
2646,-117.77,33.85,13,5415,827,2061,714,73681,353100
4751,-117.25,32.99,10,4926,749,1478,634,74720,439900
19110,-117.11,32.74,25,2846,644,2272,632,22000,98700
4196,-118.25,33.97,43,1735,535,2288,524,19119,98800
18917,-122.25,38.15,24,2917,543,1878,531,37014,123600
12117,-119.04,35.31,11,2161,371,1267,388,41957,92700
5663,-118.09,34.07,45,726,146,568,160,30347,183200
18255,-118.09,33.89,27,3399,882,2465,811,30990,166600
18386,-117.56,34.12,4,5351,1210,2988,1101,37973,181300
7390,-119.01,35.35,34,1354,325,922,304,21875,58000
16606,-121.99,37.92,14,1780,224,764,226,90243,427700
13448,-121.84,37.24,24,7991,1286,4017,1213,54741,238800
626,-122.24,37.49,30,2956,590,1191,594,37463,427600
16975,-121.87,37.27,25,1730,226,721,243,75845,279300
9536,-118.16,34.02,44,1218,374,1175,342,19688,173900
18689,-122.23,37.79,48,1696,396,1481,343,20375,122500
9501,-122.43,37.8,52,2994,821,1240,779,33715,500000
13726,-118.05,34.11,48,1410,304,677,274,32596,272400
4546,-115.49,32.87,19,541,104,457,106,33583,102800
14556,-122.03,38.0,25,3577,581,1753,593,57295,178300
18941,-122.41,37.73,33,2789,567,1682,552,38643,276200
4911,-122.48,37.51,22,1564,278,761,270,47577,318500
12980,-118.42,34.16,46,54,9,20,6,5360,375000
7977,-122.02,37.26,24,2411,299,847,299,102666,500001
10093,-122.29,38.31,25,4927,1005,2756,998,27325,162900
45,-119.29,34.44,34,4314,878,2361,831,32279,243100
3014,-118.25,33.78,32,296,139,511,133,14443,182100
17905,-118.31,33.94,41,1353,286,751,250,27401,131700
3296,-119.28,35.5,34,1923,379,1101,351,24044,65800
4157,-122.07,37.34,33,1208,198,495,216,54659,500001
14278,-121.86,37.29,14,6160,1222,2472,1204,41444,178400
980,-116.5,33.69,20,4810,1074,1304,740,22500,248100
4886,-121.03,39.21,28,2843,535,1310,525,32336,123100
16058,-121.75,36.91,32,1461,422,1494,416,28056,173200
11877,-117.9,33.77,35,2002,378,1726,387,39613,182300
7847,-119.12,35.85,37,736,166,564,138,24167,58300
15419,-124.17,40.78,39,1606,330,731,327,16369,68300
15627,-119.4,37.09,22,2211,477,773,288,33269,102700
18741,-122.46,37.98,10,1325,189,427,162,120933,500001
10089,-120.33,39.3,16,868,178,44,21,30000,175000
3968,-117.11,32.67,52,204,74,248,57,17961,47500
20343,-121.9,37.32,48,1274,313,971,291,37738,220600
12653,-122.28,37.81,35,948,184,467,169,18088,118800
13868,-117.37,33.97,34,3676,697,2653,682,25804,92400
8314,-118.12,34.13,52,2935,341,975,327,117060,500001
1506,-117.03,32.72,37,2192,455,1515,446,30588,120600
18196,-121.48,38.46,8,10505,1777,6002,1694,40516,121200
16019,-118.57,34.29,4,6995,1151,2907,1089,70808,341200
2863,-120.01,38.89,24,1669,422,589,281,30089,100800
5784,-118.44,34.02,39,3278,632,1321,617,62916,465700
15643,-117.18,32.84,32,1351,237,823,269,42768,167800
8503,-119.81,36.73,51,956,196,662,180,21010,56700
17232,-118.45,34.3,27,2676,652,2661,623,43047,152100
2327,-115.37,32.82,30,1602,322,1130,335,35735,71100
334,-121.94,37.0,32,2210,426,1082,396,41586,315200
6239,-118.32,33.99,43,1257,232,735,232,37167,108900
2292,-122.18,37.76,49,2308,452,1299,451,18407,96700
4076,-118.23,34.21,32,1464,406,693,380,25463,200000
2443,-117.57,33.88,39,679,164,769,179,23036,110600
5731,-118.14,33.9,39,1379,282,883,291,33375,180100
8823,-120.55,38.43,18,1564,357,618,277,23549,108900
7134,-122.6,38.93,16,1657,390,572,301,14766,62000
13253,-122.46,37.72,39,2254,415,1388,404,29688,232000
18234,-118.08,33.93,39,1478,324,1127,320,35250,158000
17702,-118.16,33.91,41,1806,408,1146,374,29643,162200
19724,-117.25,34.53,13,5841,955,2455,915,41333,158200
19712,-122.65,41.72,15,3643,801,1784,743,18533,57500
10694,-119.73,36.83,14,3348,491,1584,493,50828,111400
6193,-118.2,34.06,40,1181,335,1441,337,21136,111800
7677,-121.92,37.28,27,3028,486,1284,498,45833,308800
14533,-117.67,33.6,20,1213,171,565,170,72592,314800
13680,-122.65,38.25,23,4030,813,1852,778,34020,193300
12129,-118.3,34.1,35,7517,2961,5899,2769,19354,340000
19276,-118.06,33.99,45,1471,255,670,250,45477,188000
5419,-117.55,33.9,21,1839,324,871,307,34459,198800
8480,-118.09,33.92,31,1983,419,1157,390,35455,168300
7285,-119.7,34.36,35,1604,334,904,337,47411,336400
11251,-121.04,39.08,8,2870,526,1307,451,34630,201700
14555,-118.43,34.01,41,1527,279,746,285,64231,446600
19285,-121.91,37.29,36,945,149,371,158,56266,320500
7056,-121.92,36.56,40,2124,449,643,341,55164,369100
16558,-118.32,33.91,35,881,159,605,170,36654,184500
2864,-117.79,35.21,4,2,2,6,2,23750,137500
1827,-117.41,34.11,12,6758,1550,3204,1279,25181,105500
18131,-121.42,37.75,33,1329,266,683,233,43686,128700
11876,-117.94,33.79,24,4179,784,1902,733,47986,236500
19209,-117.92,34.08,36,1285,228,679,231,38705,191900
11186,-115.9,33.34,19,1210,248,329,155,17857,62800
7838,-121.28,38.13,48,1892,333,804,352,40625,143200
8799,-118.14,33.86,43,2104,382,1071,396,50000,208900
17536,-119.79,36.7,23,1731,363,1210,341,13922,49500
97,-122.26,37.83,51,936,311,517,249,12851,150000
1346,-122.23,38.12,49,2715,435,1006,429,42308,145800
3210,-122.46,37.77,52,3193,688,2099,681,39375,402900
5935,-118.38,34.05,40,2352,598,1133,563,32380,287500
11092,-120.73,37.38,37,653,176,827,176,19236,64400
2428,-120.92,37.7,24,527,112,270,112,16172,156300
15351,-118.49,34.18,31,3073,674,1486,684,48984,311700
10330,-121.32,38.57,15,3369,499,1733,470,53099,127500
6368,-116.48,33.61,8,1294,272,457,199,29167,115300
19197,-118.49,34.25,33,2088,383,960,362,43333,232900
13159,-121.96,37.53,23,2215,475,1278,492,42955,218800
20205,-118.12,33.79,41,1762,314,738,300,41687,240700
3500,-117.47,34.12,6,10565,1767,5690,1555,41797,141000
16438,-117.26,34.13,39,3521,747,2256,721,21375,87500
11752,-121.37,37.77,19,2610,474,1290,452,41298,222800
17455,-117.35,34.04,14,2991,522,1729,537,35139,146800
