feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,target
-0.002,42.497,-66.552,-0.006,-0.005,45468.76,0.898
-0.003,42.497,-66.552,-0.004,0.003,107.4,0.900
-0.003,42.497,-66.552,-0.003,-0.004,13695.15,0.902
-0.004,42.497,-66.552,-0.002,-0.003,14370.26,0.904
-0.004,42.497,-66.552,-0.001,-0.002,716.0,0.906
-0.004,42.497,-66.552,-0.001,0.005,20925.25,0.908
-0.004,42.497,-66.552,-0.001,0.003,4747.08,0.911
-0.005,35.455,-100.000,-0.007,-0.004,29987.1,0.913
-0.005,35.455,-75.130,-0.005,-0.003,71.46,0.915
-0.006,35.455,-75.130,-0.003,-0.002,12645.579999999998,0.917
-0.006,35.455,-75.130,-0.002,-0.001,13677.95,0.919
-0.006,35.455,-75.130,-0.001,-0.001,14.3,0.921
-0.006,35.455,-66.897,-0.001,0.006,23052.0,0.923
-0.006,35.455,-66.897,-0.001,0.004,19163.429999999997,0.925
-0.005,49.510,-33.448,0.006,0.009,141767.81,0.927
-0.005,40.105,-50.259,-0.002,-0.000,8837.57,0.929
-0.004,50.277,-0.000,0.005,0.006,36515.0,0.932
-0.003,50.277,-0.000,0.003,0.004,23501.3,0.934
-0.004,36.121,-100.000,-0.011,-0.010,75020.64,0.936
-0.004,50.984,-0.000,0.006,-0.000,69559.67,0.938
-0.004,45.281,-50.259,-0.003,-0.000,8659.75,0.940
-0.003,51.164,-0.000,0.005,-0.000,112741.49000000002,0.942
-0.002,51.164,-0.000,0.003,-0.000,157991.28000000003,0.944
-0.003,45.492,-50.259,-0.004,0.006,44065.44999999999,0.946
-0.002,51.305,-0.000,0.004,-0.002,15544.360000000002,0.948
-0.001,51.305,-33.448,0.002,0.005,28745.76,0.951
-0.001,51.305,-33.448,0.002,-0.003,9522.8,0.953
0.002,68.146,-0.000,0.027,0.024,158971.0,0.955
0.004,62.355,-16.609,0.011,0.016,22755.35,0.957
0.005,57.127,-33.218,0.001,-0.002,17612.54,0.959
0.006,60.678,-19.917,0.007,0.005,35963.61,0.961
0.007,60.678,-19.917,0.005,0.003,36981.66,0.963
0.008,60.678,-19.917,0.003,-0.024,15623.87,0.965
0.009,64.364,-0.000,0.009,-0.003,40966.399999999994,0.967
0.010,64.364,-0.000,0.006,0.004,50447.92,0.969
0.009,52.869,-39.834,-0.009,-0.016,42503.95999999999,0.972
0.008,57.003,-19.917,0.000,-0.004,3813.1800000000003,0.974
0.008,57.003,-24.935,0.000,-0.003,37122.05,0.976
0.008,57.003,-24.935,0.000,-0.008,1869.4,0.978
0.008,61.250,-0.000,0.007,0.001,54823.42999999999,0.980
0.010,64.974,-0.000,0.011,0.020,10881.369999999999,0.982
0.009,58.879,-33.333,0.001,0.000,29152.8,0.984
0.009,58.879,-33.333,0.001,0.000,44628.48,0.986
0.008,48.357,-100.000,-0.012,-0.013,41774.369999999995,0.988
0.006,48.357,-100.000,-0.008,-0.015,56586.579999999994,0.991
0.005,48.357,-100.000,-0.006,-0.016,23629.39,0.993
0.003,43.502,-100.000,-0.010,-0.011,113846.51,0.995
0.002,43.502,-100.000,-0.007,-0.007,3355.56,0.997
0.001,43.502,-100.000,-0.004,0.008,23809.4,0.999
-0.000,43.502,-79.834,-0.003,0.005,88622.87999999999,0.997
-0.002,38.279,-100.000,-0.008,-0.003,13990.66,0.995
-0.003,38.279,-100.000,-0.006,0.004,3279.2799999999997,0.993
-0.003,45.823,-79.834,0.003,0.009,16535.28,0.991
-0.005,36.274,-85.757,-0.011,-0.007,189329.46999999997,0.988
-0.007,32.648,-100.000,-0.014,-0.011,35227.78,0.986
-0.009,29.475,-100.000,-0.016,-0.007,40512.47,0.984
-0.012,24.352,-88.927,-0.023,-0.018,120047.87999999999,0.982
-0.014,30.796,-66.782,-0.009,-0.012,172661.47000000003,0.980
-0.016,26.021,-88.927,-0.019,-0.008,66761.74,0.978
-0.018,26.021,-88.927,-0.013,0.001,1860.2,0.976
-0.017,41.778,-55.594,0.011,0.026,76899.87,0.974
-0.017,36.229,-75.097,-0.006,0.018,45938.95,0.972
-0.018,36.229,-75.097,-0.004,0.005,97168.09,0.969
-0.017,40.768,-62.646,0.004,0.023,266677.85,0.967
-0.017,37.865,-71.513,-0.004,0.009,1224.6200000000001,0.965
-0.017,37.865,-66.724,-0.003,-0.013,10197.67,0.963
-0.017,34.977,-83.362,-0.008,-0.002,46549.22,0.961
-0.016,39.913,-66.724,0.001,0.005,10067.76,0.959
-0.016,39.913,-66.724,0.001,-0.003,13075.0,0.957
-0.015,39.913,-66.724,0.000,0.004,27509.590000000004,0.955
-0.016,33.551,-100.000,-0.013,-0.010,83675.1,0.953
-0.017,30.899,-100.000,-0.015,-0.007,62856.06999999999,0.951
-0.017,36.320,-83.362,-0.003,-0.004,44821.68,0.948
-0.017,36.320,-80.042,-0.002,-0.003,33676.38,0.946
-0.016,36.320,-80.042,-0.002,-0.002,737.36,0.944
-0.017,33.079,-100.000,-0.007,0.005,16923.2,0.942
-0.016,38.946,-75.000,0.001,0.016,17831.35,0.940
-0.015,38.946,-66.667,0.001,0.004,38595.05,0.938
-0.014,44.581,-33.333,0.007,0.009,5949.79,0.936
-0.012,44.581,-33.333,0.005,0.006,30589.510000000002,0.934
-0.010,49.939,-0.000,0.010,0.017,18452.3,0.932
-0.009,49.939,-0.000,0.006,0.005,11793.25,0.929
-0.010,37.368,-100.000,-0.015,-0.016,57480.28,0.927
-0.009,46.955,-33.333,0.003,-0.004,19839.32,0.925
-0.008,46.955,-33.333,0.002,-0.003,36992.0,0.923
-0.007,46.955,-33.333,0.001,-0.008,28.4,0.921
-0.007,42.858,-66.667,-0.006,-0.012,77719.12999999999,0.919
-0.008,39.177,-100.000,-0.010,0.005,9569.99,0.917
-0.008,44.327,-66.667,-0.000,-0.003,13617.05,0.915
-0.009,37.460,-80.042,-0.013,-0.015,74777.64,0.913
-0.009,42.298,-59.875,-0.002,-0.004,11929.8,0.911
-0.008,46.693,-39.917,0.005,0.010,65284.719999999994,0.908
-0.008,43.153,-59.875,-0.003,0.007,9127.03,0.906
-0.008,47.444,-39.917,0.004,0.005,10904.1,0.904
-0.008,40.780,-80.042,-0.010,0.003,36832.69,0.902
-0.008,44.964,-59.875,-0.000,0.002,27561.629999999997,0.900
-0.006,52.168,-0.000,0.013,0.008,172752.81,0.898
-0.005,52.168,-19.958,0.008,0.012,86216.64,0.896
-0.001,61.065,-0.000,0.025,0.021,217028.44999999998,0.894
-0.004,41.621,-100.000,-0.028,-0.018,2407.46,0.892
-0.006,41.621,-87.532,-0.019,-0.019,82231.75,0.889
-0.006,47.204,-62.468,0.000,-0.012,18244.31,0.887
-0.006,47.204,-62.468,0.000,-0.008,13126.32,0.885
-0.006,44.712,-75.065,-0.006,-0.031,6370.0,0.883
-0.005,50.331,-50.000,0.009,0.037,24623.11,0.881
-0.005,47.732,-62.468,-0.001,0.018,23389.5,0.879
-0.005,47.732,-62.468,-0.000,-0.001,45957.96,0.877
-0.005,47.732,-62.468,-0.000,-0.000,56285.07,0.875
-0.004,50.899,-50.000,0.006,0.013,20332.85,0.873
-0.004,47.781,-62.468,-0.002,-0.011,4842.190000000001,0.871
-0.002,53.867,-28.529,0.011,0.012,77629.8,0.868
-0.001,53.867,-28.529,0.008,0.008,121331.5,0.866
0.001,56.787,-16.638,0.011,0.012,7.11,0.864
0.001,49.974,-59.875,-0.005,-0.011,29113.91,0.862
0.002,55.698,-19.958,0.009,0.012,21.33,0.860
0.004,58.269,-33.449,0.013,0.001,107811.22,0.858
0.005,54.842,-50.087,0.002,-0.006,4293.349999999999,0.856
0.004,51.574,-66.724,-0.005,-0.016,3920.69,0.854
0.004,51.574,-66.724,-0.003,0.002,10770.7,0.852
0.005,54.704,-50.087,0.004,-0.005,13990.18,0.849
0.003,45.255,-100.000,-0.016,-0.029,9639.199999999999,0.847
0.003,51.295,-66.724,0.002,-0.000,12939.279999999999,0.845
0.003,51.295,-66.724,0.001,0.006,14.2,0.843
0.002,51.295,-66.724,0.001,0.004,7.1,0.841
0.002,51.295,-66.724,0.001,-0.004,7.1,0.839
0.002,51.295,-66.724,0.000,0.017,213.0,0.837
0.001,47.499,-83.362,-0.006,-0.008,17241.61,0.835
0.001,51.374,-50.000,0.002,0.001,468.6,0.833
-0.000,44.327,-100.000,-0.011,-0.012,62144.45,0.831
-0.002,41.249,-100.000,-0.014,-0.015,56309.71,0.828
-0.003,41.249,-100.000,-0.009,-0.010,35767.13,0.826
-0.006,35.578,-85.736,-0.019,-0.013,148779.52000000002,0.824
-0.007,40.018,-66.724,-0.006,-0.009,10363.630000000001,0.822
-0.008,40.018,-66.724,-0.004,0.007,5740.5,0.820
-0.009,40.018,-66.724,-0.003,0.011,10822.98,0.818
-0.009,40.018,-66.724,-0.002,0.007,36335.76,0.816
-0.008,49.443,-33.276,0.012,0.031,44047.759999999995,0.814
-0.006,53.367,-16.638,0.014,0.020,7037.72,0.812
-0.005,49.250,-33.276,0.003,0.007,43485.36,0.809
-0.004,53.143,-16.638,0.008,0.011,39771.91,0.807
-0.003,53.143,-0.000,0.006,0.007,5663.370000000001,0.805
-0.003,45.080,-40.125,-0.009,-0.021,2229.3599999999997,0.803
-0.004,45.080,-40.125,-0.006,-0.020,21591.780000000002,0.801
-0.004,45.080,-50.130,-0.004,-0.007,40086.899999999994,0.799
-0.004,45.080,-50.130,-0.003,-0.011,20962.550000000003,0.797
-0.003,50.189,-33.218,0.005,-0.001,33341.11,0.795
-0.003,50.189,-33.218,0.003,0.012,35499.119999999995,0.793
-0.004,41.319,-60.083,-0.011,-0.005,212298.33000000002,0.791
-0.005,41.319,-60.083,-0.007,-0.003,7881.960000000001,0.788
-0.004,46.748,-40.125,0.002,0.004,3848.15,0.786
-0.006,38.981,-80.042,-0.012,-0.016,70582.98000000001,0.784
-0.007,38.981,-80.042,-0.008,-0.011,61703.13,0.782
-0.007,38.981,-75.065,-0.005,0.006,84748.25,0.780
-0.008,38.981,-75.065,-0.003,0.004,14329.65,0.778
-0.008,38.981,-75.065,-0.002,-0.004,20311.05,0.776
-0.008,38.981,-75.065,-0.002,0.010,20924.4,0.774
-0.008,38.981,-75.065,-0.001,0.007,14868.45,0.772
-0.007,46.454,-50.130,0.006,0.011,10415.8,0.769
-0.007,46.454,-50.130,0.004,0.007,28734.2,0.767
-0.006,46.454,-33.333,0.003,0.005,20833.86,0.765
-0.005,46.454,-33.333,0.002,0.003,868.38,0.763
-0.005,46.454,-0.000,0.001,0.002,9673.01,0.761
-0.004,46.454,-0.000,0.001,-0.005,44916.920000000006,0.759
-0.003,55.043,-0.000,0.007,0.003,2912.84,0.757
-0.002,55.043,-25.195,0.005,0.002,74793.99,0.755
-0.001,62.157,-0.000,0.010,0.008,10535.039999999999,0.753
0.001,62.157,-0.000,0.006,0.005,71503.40000000001,0.751
0.001,52.519,-33.564,-0.002,-0.003,7466.200000000001,0.748
0.002,59.313,-0.000,0.005,-0.002,46813.119999999995,0.746
0.003,64.697,-0.000,0.010,0.005,92617.51999999999,0.744
0.003,56.627,-24.935,0.000,-0.009,75748.34000000001,0.742
0.005,65.812,-0.000,0.013,0.006,87061.58,0.740
0.008,72.161,-12.597,0.021,0.024,168986.11000000002,0.738
0.012,76.820,-0.000,0.027,0.022,195793.08000000002,0.736
0.004,34.021,-100.000,-0.072,-0.081,39718.0,0.734
0.004,50.871,-42.836,0.004,0.003,131909.23,0.732
0.003,50.871,-42.836,0.002,-0.011,106043.98000000001,0.729
0.003,50.871,-42.836,0.002,-0.020,19878.02,0.727
0.003,50.871,-42.836,0.001,-0.026,19441.68,0.725
0.001,46.838,-57.164,-0.012,0.060,47310.48,0.723
-0.000,46.838,-57.164,-0.008,-0.012,13978.8,0.721
-0.002,44.790,-64.291,-0.012,-0.014,69233.85,0.719
-0.003,44.790,-64.291,-0.008,-0.009,32652.650000000005,0.717
-0.004,47.455,-57.164,0.001,0.000,14163.460000000001,0.715
-0.004,47.455,-57.164,0.001,0.013,20819.94,0.713
-0.003,50.241,-30.042,0.007,0.015,12737.259999999998,0.711
-0.003,47.527,-40.021,-0.002,0.010,14042.339999999998,0.708
-0.003,47.527,-66.724,-0.001,0.007,127.18,0.706
-0.003,50.620,-25.195,0.006,0.004,2191.6,0.704
-0.002,50.620,-25.195,0.004,0.003,6913.9800000000005,0.702
-0.002,50.620,-25.195,0.002,-0.004,13312.810000000001,0.700
-0.001,54.039,-0.000,0.008,0.010,29411.399999999998,0.698
-0.001,47.058,-50.130,-0.007,-0.006,12651.52,0.696
-0.002,47.058,-50.130,-0.005,-0.011,14.12,0.694
-0.001,50.730,-33.564,0.003,-0.001,4046.38,0.692
-0.002,47.204,-66.782,-0.004,-0.007,22690.85,0.689
-0.002,47.204,-66.782,-0.003,-0.011,649.52,0.687
-0.002,47.204,-66.782,-0.002,0.006,13569.320000000002,0.685
-0.002,47.204,-66.782,-0.001,0.004,16718.079999999998,0.683
-0.002,47.204,-66.782,-0.001,-0.004,15237.630000000001,0.681
-0.002,47.204,-66.782,-0.001,0.004,38639.479999999996,0.679
-0.002,47.204,-66.782,-0.000,0.003,14064.02,0.677
-0.002,47.204,-66.782,-0.000,0.002,31565.26,0.675
-0.002,47.204,-50.000,-0.000,0.001,11811.380000000001,0.673
-0.002,47.204,-50.000,-0.000,0.001,54220.8,0.671
-0.002,47.204,-50.000,-0.000,0.000,34558.7,0.668
-0.002,47.204,-50.000,-0.000,0.000,9114.460000000001,0.666
-0.003,40.375,-100.000,-0.006,-0.006,9813.619999999999,0.664
-0.002,54.540,-0.000,0.009,0.009,75385.84,0.662
-0.002,48.354,-50.000,-0.001,-0.001,1468.48,0.660
-0.002,43.091,-100.000,-0.007,-0.007,50024.47,0.658
-0.003,43.091,-100.000,-0.005,-0.005,31950.600000000002,0.656
-0.003,49.470,-50.000,0.003,0.010,7.06,0.654
-0.002,49.470,-50.000,0.002,-0.006,81557.12,0.652
-0.003,43.779,-100.000,-0.005,-0.004,18694.38,0.649
-0.003,43.779,-100.000,-0.003,0.004,63372.45,0.647
-0.003,50.397,-50.000,0.004,0.009,10966.55,0.645
-0.002,50.397,-50.000,0.003,-0.001,7060.0,0.643
-0.002,50.397,-50.000,0.002,-0.000,5372.139999999999,0.641
-0.002,43.937,-100.000,-0.005,-0.000,3821.1299999999997,0.639
-0.003,38.608,-100.000,-0.010,-0.007,6293.76,0.637
-0.005,34.148,-100.000,-0.013,-0.017,91874.13000000002,0.635
-0.007,30.334,-80.042,-0.015,-0.018,83715.76,0.633
-0.009,27.108,-100.000,-0.016,-0.018,41652.719999999994,0.631
-0.011,24.322,-85.736,-0.017,-0.012,169907.39,0.628
-0.015,19.876,-88.927,-0.025,-0.015,40921.46,0.626
-0.018,18.112,-100.000,-0.023,-0.010,78672.61,0.624
-0.019,25.257,-80.062,-0.009,0.006,76465.06,0.622
-0.021,23.087,-90.031,-0.012,0.004,391705.65,0.620
-0.021,35.200,-69.886,0.005,0.022,29948.1,0.618
-0.022,30.096,-90.031,-0.010,0.015,120322.76000000001,0.616
-0.022,30.096,-88.927,-0.007,0.016,14638.0,0.614
-0.022,35.466,-77.855,0.002,0.011,29663.9,0.612
-0.021,35.466,-71.556,0.001,0.014,29931.049999999996,0.609
-0.019,40.846,-49.827,0.007,0.003,3664.75,0.607
-0.018,40.846,-39.834,0.005,0.015,3844.5,0.605
-0.017,37.245,-50.259,-0.003,0.003,112476.39000000001,0.603
-0.016,42.687,-24.870,0.004,0.002,29691.53,0.601
-0.015,42.687,-24.870,0.003,0.002,17013.66,0.599
-0.012,52.121,-0.000,0.015,0.007,78578.47,0.597
-0.010,52.121,-16.609,0.010,0.005,3575.2,0.595
-0.007,56.293,-0.000,0.013,0.016,24903.29,0.593
-0.006,51.464,-19.917,0.002,-0.002,80653.17000000001,0.591
-0.004,51.464,-19.917,0.001,-0.001,86763.02999999998,0.588
-0.003,51.464,-19.917,0.001,-0.014,34706.51,0.586
-0.000,63.301,-0.000,0.020,0.010,69690.78,0.584
0.003,66.246,-11.073,0.020,0.007,560628.13,0.582
0.002,49.196,-55.479,-0.013,-0.015,69792.01,0.580
0.003,55.394,-42.793,0.005,0.003,10973.83,0.578
0.006,60.550,-14.264,0.016,0.015,29560.0,0.576
0.008,62.861,-0.000,0.017,-0.003,54302.95,0.574
0.011,65.066,-0.000,0.018,-0.002,5033.34,0.572
0.012,61.157,-14.264,0.005,0.018,21553.420000000002,0.569
0.013,61.157,-14.264,0.004,-0.001,9919.21,0.567
0.014,63.687,-0.000,0.009,-0.007,3242.0099999999998,0.565
0.014,59.512,-14.264,-0.001,-0.017,33974.72,0.563
0.013,55.588,-28.529,-0.007,-0.024,3859.35,0.561
0.012,55.588,-33.276,-0.005,-0.010,24949.989999999998,0.559
0.012,58.743,-16.638,0.003,-0.000,74844.39,0.557
0.010,47.777,-100.000,-0.017,-0.026,22532.239999999998,0.555
0.007,44.747,-100.000,-0.018,-0.017,31425.81,0.553
0.005,44.747,-83.362,-0.012,-0.005,25672.579999999998,0.551
0.004,48.533,-66.551,-0.001,0.003,3550.2,0.548
0.003,48.533,-66.551,-0.001,-0.004,7501.01,0.546
0.002,48.533,-66.551,-0.001,0.016,4464.09,0.544
0.001,48.533,-66.551,-0.000,0.017,4506.23,0.542
0.002,52.834,-49.913,0.006,0.018,42.24,0.540
0.000,44.739,-80.042,-0.009,-0.007,29589.510000000002,0.538
-0.001,41.345,-100.000,-0.012,-0.011,25608.14,0.536
-0.002,45.775,-80.042,-0.002,-0.001,4277.1,0.534
-0.003,42.332,-100.000,-0.008,-0.007,8538.18,0.532
-0.005,39.160,-100.000,-0.011,-0.018,36005.850000000006,0.529
-0.005,47.614,-50.130,0.005,0.014,70.2,0.527
-0.005,47.614,-50.130,0.003,0.016,252.72,0.525
-0.004,47.614,-50.130,0.002,0.004,1404.0,0.523
-0.005,43.812,-75.065,-0.005,0.003,6433.18,0.521
-0.005,43.812,-75.065,-0.003,0.008,2250.21,0.519
-0.005,43.812,-75.065,-0.002,-0.007,7535.75,0.517
-0.005,43.812,-66.782,-0.001,-0.005,53511.35,0.515
-0.005,49.262,-0.000,0.005,0.003,20865.61,0.513
-0.005,44.603,-50.000,-0.003,0.002,12138.07,0.511
-0.005,44.603,-50.000,-0.002,0.001,4514.4400000000005,0.508
-0.004,50.078,-0.000,0.005,0.007,90100.01999999999,0.506
-0.003,50.078,-0.000,0.003,0.005,1860.3,0.504
-0.004,44.928,-50.000,-0.004,-0.010,24422.839999999997,0.502
-0.006,33.666,-100.000,-0.022,-0.019,110416.09000000001,0.500
-0.009,28.561,-100.000,-0.028,-0.026,58131.56999999999,0.500
-0.009,46.217,-28.487,0.007,0.002,105484.51999999999,0.487
-0.010,40.764,-57.270,-0.008,-0.011,118860.93000000002,0.475
-0.010,44.337,-42.730,0.001,0.005,3650.56,0.462
-0.010,41.633,-57.270,-0.006,0.016,9060.04,0.449
-0.010,45.230,-42.730,0.003,0.030,57673.140000000014,0.437
-0.010,42.415,-57.270,-0.005,-0.012,9522.529999999999,0.424
-0.010,46.033,-42.730,0.003,0.011,25174.83,0.411
-0.010,43.116,-57.270,-0.004,-0.005,14715.36,0.399
-0.010,43.116,-50.173,-0.003,0.003,10215.56,0.386
-0.011,40.220,-60.166,-0.008,-0.011,1792.19,0.373
-0.009,47.843,-19.917,0.007,0.012,12487.51,0.361
-0.008,47.843,-19.917,0.005,0.002,146.79000000000002,0.348
-0.009,41.679,-100.000,-0.010,-0.005,1123.39,0.335
-0.009,45.426,-50.515,-0.000,0.003,205925.72,0.323
-0.008,45.426,-50.515,-0.000,0.008,137668.73,0.310
-0.006,52.568,-0.000,0.013,0.006,71555.03,0.297
-0.003,58.374,-16.753,0.021,0.016,333371.7,0.285
-0.002,54.765,-33.333,0.008,0.018,7407.0,0.272
-0.001,51.345,-49.914,-0.001,-0.001,80494.21,0.259
-0.000,51.345,-49.914,-0.001,-0.001,10199.0,0.247
-0.000,51.345,-49.914,-0.001,-0.013,2471.0,0.234
0.001,54.865,-33.333,0.006,-0.015,19516.989999999998,0.222
0.002,54.865,-33.333,0.004,-0.004,18045.73,0.209
0.004,61.379,-0.000,0.016,0.017,35437.6,0.196
0.005,56.932,-16.753,0.004,0.005,9877.140000000001,0.184
0.005,52.850,-33.333,-0.004,-0.003,386.0,0.171
0.005,52.850,-39.959,-0.003,-0.009,69913.64,0.158
0.004,48.794,-75.065,-0.008,-0.012,6084.0,0.146
0.003,48.794,-75.065,-0.005,-0.021,36221.0,0.133
0.001,44.805,-100.000,-0.010,-0.014,39404.14,0.120
0.003,56.337,-25.195,0.013,0.016,19449.34,0.108
0.009,71.397,-0.000,0.053,0.056,345616.0099999999,0.095
0.014,71.397,-23.040,0.036,0.044,509829.38999999996,0.082
0.014,58.117,-53.840,-0.002,0.003,133091.16,0.070
0.014,58.117,-53.840,-0.001,0.009,158908.24000000002,0.057
0.018,67.009,-15.360,0.031,0.019,150371.49,0.044
0.021,67.009,-15.360,0.021,-0.033,352152.9,0.032
0.025,69.961,-0.000,0.027,-0.009,28487.12,0.019
0.025,61.125,-23.040,-0.001,0.001,28717.2,0.006
0.025,61.125,-33.333,-0.001,0.000,170251.55,0.019
0.029,69.945,-0.000,0.038,0.007,355809.03000000014,0.032
0.031,67.213,-6.653,0.019,-0.002,688981.7000000002,0.044
0.031,61.971,-20.028,-0.000,-0.027,207170.54,0.057
0.030,59.487,-26.681,-0.007,-0.005,123865.72,0.070
0.027,54.758,-39.986,-0.017,-0.016,96458.04,0.082
0.024,54.758,-59.979,-0.011,-0.049,72332.49,0.095
0.023,56.751,-50.000,-0.001,-0.020,83689.29999999999,0.108
0.022,58.711,-57.207,0.006,0.006,63.99,0.120
0.020,53.491,-85.736,-0.009,-0.002,40686.21000000001,0.133
0.019,55.616,-71.471,0.000,0.018,14398.6,0.146
0.017,55.616,-71.471,0.000,0.012,4195.8,0.158
0.015,50.287,-100.000,-0.013,-0.011,46770.5,0.171
0.013,52.726,-85.736,-0.002,-0.008,20650.62,0.184
0.012,52.726,-83.362,-0.001,0.008,1956.84,0.196
0.011,52.726,-80.042,-0.001,-0.001,10911.51,0.209
0.010,52.726,-75.000,-0.001,-0.001,18093.68,0.222
0.009,52.726,-39.917,-0.000,0.012,67343.17000000001,0.234
0.007,49.227,-59.875,-0.007,-0.005,26727.1,0.247
0.007,52.614,-39.917,0.002,0.003,17725.0,0.259
0.005,49.088,-59.875,-0.005,-0.004,5215.969999999999,0.272
0.005,52.515,-24.935,0.003,0.004,709.0,0.285
0.004,48.965,-49.870,-0.004,-0.004,3831.78,0.297
0.004,52.428,-24.935,0.003,0.010,893.34,0.310
0.004,52.428,-0.000,0.002,0.000,354.5,0.323
0.003,48.604,-33.218,-0.005,0.000,16164.039999999999,0.335
0.002,48.604,-33.218,-0.003,-0.006,4107.2,0.348
0.002,52.613,-0.000,0.004,0.009,28118.939999999995,0.361
0.003,56.285,-0.000,0.009,0.006,71.0,0.373
0.003,51.949,-50.000,-0.000,-0.003,19462.05,0.386
0.004,55.630,-0.000,0.006,0.011,14271.0,0.399
0.004,55.630,-0.000,0.004,0.007,74522.57,0.411
0.004,55.630,-33.333,0.003,-0.001,12758.82,0.424
0.005,55.630,-33.333,0.002,-0.007,14086.4,0.437
0.005,55.630,-33.333,0.001,0.001,21704.7,0.449
0.005,60.061,-0.000,0.007,0.001,93620.1,0.462
0.006,60.061,-0.000,0.005,0.001,63238.82000000001,0.475
0.010,74.747,-20.042,0.035,0.033,1218515.66,0.487
0.016,79.592,-9.065,0.043,0.041,1215220.34,0.500
0.021,82.055,-0.000,0.041,0.040,1467050.3,0.500
0.022,61.898,-46.166,-0.004,-0.012,1507302.6800000002,0.505
0.020,55.958,-61.581,-0.016,-0.021,180575.88,0.511
0.017,50.716,-76.997,-0.023,-0.059,218713.43,0.516
0.016,55.232,-61.581,-0.003,-0.046,118015.54999999999,0.522
0.015,52.648,-69.249,-0.008,-0.050,9292.01,0.527
0.013,52.648,-69.249,-0.005,-0.001,25375.67,0.533
0.010,47.470,-84.665,-0.017,-0.001,68314.59999999999,0.538
0.009,50.099,-76.997,-0.005,0.019,93687.86,0.544
0.007,50.099,-90.943,-0.003,-0.000,12432.17,0.549
0.006,50.099,-90.943,-0.002,0.006,383.98,0.555
0.005,50.099,-90.943,-0.001,0.004,27820.0,0.560
0.004,46.939,-100.000,-0.007,0.009,36269.11,0.566
0.002,46.939,-83.391,-0.005,-0.000,34451.37,0.571
0.001,46.939,-80.042,-0.003,-0.000,21424.989999999998,0.577
-0.000,43.511,-100.000,-0.009,-0.007,4265.0,0.582
-0.001,47.630,-75.065,0.001,0.002,27991.9,0.588
-0.000,51.442,-33.564,0.007,0.014,15824.88,0.593
-0.001,47.702,-66.782,-0.002,0.003,25622.0,0.599
-0.002,44.239,-100.000,-0.008,-0.004,71486.24,0.604
-0.003,44.239,-66.667,-0.005,0.003,50844.140000000014,0.610
-0.004,40.803,-75.000,-0.010,-0.010,80417.80000000002,0.615
-0.006,37.653,-79.834,-0.013,-0.020,153957.49,0.621
-0.007,42.438,-59.875,-0.002,-0.000,7611.089999999999,0.626
-0.007,42.438,-59.875,-0.001,0.006,152976.15999999997,0.632
-0.007,42.438,-59.875,-0.001,0.004,21184.92,0.637
-0.007,42.438,-59.875,-0.001,0.009,37678.82,0.643
-0.008,38.467,-79.834,-0.007,0.006,32388.24,0.648
-0.008,44.100,-59.875,0.002,0.004,45857.84,0.654
-0.008,40.143,-79.834,-0.005,-0.004,119702.70999999999,0.659
-0.009,36.572,-100.000,-0.010,-0.009,88655.46,0.665
-0.011,33.404,-80.042,-0.013,-0.012,101304.84000000001,0.670
-0.012,33.404,-66.724,-0.009,-0.002,131133.75,0.676
-0.013,30.356,-83.362,-0.012,-0.014,94650.23,0.681
-0.016,25.368,-100.000,-0.021,-0.016,145303.06999999998,0.687
-0.018,25.368,-100.000,-0.014,-0.004,8196.98,0.692
-0.016,41.957,-57.207,0.010,0.023,80450.11000000002,0.698
-0.016,38.857,-71.471,0.000,0.009,100480.38,0.703
-0.016,38.857,-66.724,0.000,0.012,156619.66,0.709
-0.017,33.171,-100.000,-0.013,0.008,109545.51999999999,0.714
-0.016,42.268,-66.724,0.004,0.018,37927.89,0.720
-0.017,36.864,-83.218,-0.010,-0.020,81587.42,0.725
-0.017,36.864,-79.834,-0.007,-0.007,61762.770000000004,0.731
-0.018,34.295,-100.000,-0.011,-0.011,35318.880000000005,0.736
-0.016,46.302,-39.917,0.012,0.025,183671.03,0.742
-0.014,46.302,-39.917,0.008,0.004,51116.94,0.747
-0.014,40.587,-79.834,-0.007,0.002,18657.34,0.753
-0.013,44.290,-59.875,0.001,0.008,20176.64,0.758
-0.012,47.794,-39.917,0.007,0.018,46308.5,0.764
-0.010,47.794,-39.917,0.005,-0.007,21735.25,0.769
-0.009,47.794,-39.917,0.003,-0.005,24411.05,0.775
-0.009,44.313,-59.875,-0.004,0.003,24865.28,0.780
-0.009,41.090,-79.834,-0.009,-0.011,43143.11,0.786
-0.010,41.090,-79.834,-0.006,-0.013,6376.21,0.791
-0.009,45.673,-59.875,0.002,-0.003,24259.82,0.797
-0.008,49.872,-50.000,0.008,0.005,11479.2,0.802
-0.006,49.872,-33.333,0.005,0.010,8067.91,0.808
-0.005,49.872,-33.333,0.004,0.013,35949.21,0.813
-0.005,45.481,-66.667,-0.004,0.002,16083.750000000002,0.819
-0.005,45.481,-66.667,-0.003,-0.005,654.72,0.824
-0.005,45.481,-66.667,-0.002,-0.010,60121.6,0.830
-0.005,45.481,-50.000,-0.001,-0.006,7040.0,0.835
-0.005,45.481,-50.000,-0.001,-0.004,7040.0,0.841
-0.005,40.337,-100.000,-0.007,-0.003,24172.120000000003,0.846
